Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
108073318547320,Messineyforever1,These ads ran without a disclaimer,≤100,1
209487456288651,Oratória de Impacto,These ads ran without a disclaimer,≤100,1
114797761209273,Escritório de Advocacia Leonardo Moura,These ads ran without a disclaimer,≤100,1
111809441441568,Ukraine / Україна,These ads ran without a disclaimer,≤100,1
110388877787931,Blaque Fenton Feathers,These ads ran without a disclaimer,≤100,1
109543858389831,VAI DAR PT,These ads ran without a disclaimer,≤100,1
290348171044208,DuPont,These ads ran without a disclaimer,≤100,1
110598940841243,Outdoor Uruguay TV,These ads ran without a disclaimer,≤100,1
108252554125296,Thiago Gutierres,These ads ran without a disclaimer,≤100,1
117779373245707,Aliança Cultural Idiomas,These ads ran without a disclaimer,≤100,1
110070587938879,Tecno Mode,These ads ran without a disclaimer,≤100,2
117335054301541,Oportunidades GV,These ads ran without a disclaimer,≤100,1
294017310722101,Senador Dupont,These ads ran without a disclaimer,≤100,1
100759032238067,Sphinx,These ads ran without a disclaimer,≤100,2
0,Instagram User 6127034086,These ads ran without a disclaimer,≤100,1
104261184443692,Rest of World,These ads ran without a disclaimer,≤100,1
0,Instagram User 6070845703,These ads ran without a disclaimer,≤100,1
1453997771525853,Impact Guru,These ads ran without a disclaimer,≤100,2
277526526251545,Professor Alcione,These ads ran without a disclaimer,≤100,1
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100,1
0,Instagram User 6643673185,These ads ran without a disclaimer,≤100,1
110638213894259,Artemisas,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,4
101375352499193,Help Ukraine,These ads ran without a disclaimer,≤100,1
101933768938796,Autos101 Content,These ads ran without a disclaimer,≤100,1
107433840660601,Brunetti Material Elétrico,These ads ran without a disclaimer,≤100,1
439290833532569,Ушаков Борис - Врач,These ads ran without a disclaimer,≤100,1
114173187847219,Gems For Everybody Prime,These ads ran without a disclaimer,≤100,3
547025518676102,Filtrovel Filtros E Lubrificantes,These ads ran without a disclaimer,≤100,1
2411277969149935,Viviane Moura,These ads ran without a disclaimer,≤100,1
100710412444302,Antoinetton-US,These ads ran without a disclaimer,≤100,9
149333919236723,Camila Bellacosa,These ads ran without a disclaimer,≤100,1
108347847766089,Customellery,These ads ran without a disclaimer,≤100,1
206013353671660,DailyBee,These ads ran without a disclaimer,≤100,2
102725135197913,_bor_dadeira,These ads ran without a disclaimer,≤100,1
340810536054369,ROUVY,These ads ran without a disclaimer,≤100,1
104869335469977,Bling Wallpeper-0221-1,These ads ran without a disclaimer,≤100,1
224679881263139,Global ELT e-future,These ads ran without a disclaimer,≤100,1
113135247209697,Giro Móveis Senador Canedo,These ads ran without a disclaimer,≤100,1
101817705230789,Lil' Death,These ads ran without a disclaimer,≤100,1
1103820369820238,Siemens Digital Industries Software,These ads ran without a disclaimer,≤100,3
102659002023184,Watt V.,These ads ran without a disclaimer,≤100,1
100665478811481,O Bom Imigrante,These ads ran without a disclaimer,≤100,3
140879763603,InterPride - International Association of LGBTI Pride Organizers,These ads ran without a disclaimer,≤100,1
106242191991309,Future Fintech Labs,These ads ran without a disclaimer,≤100,1
100692935469985,Estado do Amazonas Local - News Break,These ads ran without a disclaimer,≤100,1
181979211894401,ENGIE,These ads ran without a disclaimer,≤100,1
463000977384770,Heyler Leão,These ads ran without a disclaimer,≤100,1
570924882981684,Alex Castellar,These ads ran without a disclaimer,≤100,1
106762671548822,Psicóloga Nelida Perez,These ads ran without a disclaimer,≤100,1
349600411826583,AMIT México,These ads ran without a disclaimer,≤100,1
251252212097996,Медитация�Йога �Любовь к себе�,These ads ran without a disclaimer,≤100,1
1538707926346562,Instituto Conceição Moura,These ads ran without a disclaimer,≤100,1
108252284987267,L͎i͎s͎t͎e͎n͎ ͎f͎o͎r͎ ͎L͎i͎f͎e͎ ͎S͎t͎o͎r͎e͎s͎,These ads ran without a disclaimer,≤100,1
296059594526961,Velez Mty,These ads ran without a disclaimer,≤100,1
104195552125671,Dr. Gilberto Antonio Luiz,These ads ran without a disclaimer,≤100,1
1145429832271380,iChongqing,These ads ran without a disclaimer,≤100,1
0,Instagram User 5867541220,These ads ran without a disclaimer,≤100,1
1821596368102541,Connective Cities,These ads ran without a disclaimer,≤100,1
728812733906984,Fabio Carino,These ads ran without a disclaimer,≤100,1
0,Instagram User 3897656549,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,6
100453629161275,NotebookVida e Amor,These ads ran without a disclaimer,≤100,1
106794077936083,Epic Feed,These ads ran without a disclaimer,≤100,5
100545629193369,Ana Elisa Yamaguchi,These ads ran without a disclaimer,≤100,1
103933101373094,Ariana Aquino,These ads ran without a disclaimer,≤100,1
1506290872738935,El Tío Putin,These ads ran without a disclaimer,≤100,1
103964088904105,OffHok,These ads ran without a disclaimer,≤100,1
107909945178879,Alex do Som,These ads ran without a disclaimer,≤100,5
194824897244836,Zayed Sustainability Prize,These ads ran without a disclaimer,≤100,4
7619396355,David Guetta,These ads ran without a disclaimer,≤100,1
605447116479685,History 101,These ads ran without a disclaimer,≤100,15
102414661775555,Rádio TV Regional,These ads ran without a disclaimer,≤100,1
177953935574320,Lloyd's Maritime Academy,These ads ran without a disclaimer,≤100,1
0,Instagram User 5674417122,These ads ran without a disclaimer,≤100,1
284627124897857,Brock Obama,These ads ran without a disclaimer,≤100,2
116910660169135,Sherry_chinese,These ads ran without a disclaimer,≤100,1
101832788991707,Clothes have no gender,These ads ran without a disclaimer,≤100,1
535267633241585,Trancentral,These ads ran without a disclaimer,≤100,1
109562965026580,Bandeira nas Escolas,These ads ran without a disclaimer,≤100,1
165476513965,Royal Society Publishing,These ads ran without a disclaimer,≤100,1
105970151236271,bethmoyses_,These ads ran without a disclaimer,≤100,1
251565088803687,DRD Advogados,DRD Advogado,≤100,2
244863282203833,Luke Storey,These ads ran without a disclaimer,≤100,1
109929194247839,Paisajismo - Jardinería y Arquitectura,These ads ran without a disclaimer,≤100,1
0,Instagram User 2237984886,These ads ran without a disclaimer,≤100,1
502959883106507,Supermercados Paranaíba,These ads ran without a disclaimer,≤100,1
220353389618,The Local Sweden,These ads ran without a disclaimer,≤100,2
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,4
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,1
352144688790283,ila Bank Bahrain,These ads ran without a disclaimer,≤100,2
315872392097223,E-Automotivo,These ads ran without a disclaimer,≤100,1
102295288578274,kochevnik_v_puti,These ads ran without a disclaimer,≤100,1
504652276230766,ChauKei S. Ngai,These ads ran without a disclaimer,≤100,1
105118890987363,Daniel Castelo Branco,These ads ran without a disclaimer,≤100,1
105344798651193,"Zhejiang OKYIA Auto Technology Co.,Ltd.",These ads ran without a disclaimer,≤100,1
106430408579312,Mohammed bin Rashid Al Maktoum Global Water Award,These ads ran without a disclaimer,≤100,1
111968035677698,Marta Shpak,These ads ran without a disclaimer,≤100,1
144244628930681,VikingGenetics,These ads ran without a disclaimer,≤100,2
333246690343865,Emmanuel Corels Video Blog,These ads ran without a disclaimer,≤100,1
106876181991313,Pray w/ Me,These ads ran without a disclaimer,≤100,2
173875609321797,Majesty Of Revival,These ads ran without a disclaimer,≤100,1
100895955392348,Rogério Martins,These ads ran without a disclaimer,≤100,1
110119677933642,Camilla Guimaraaes,These ads ran without a disclaimer,≤100,1
103360138142505,Juan José Sánchez Rodríguez,These ads ran without a disclaimer,≤100,1
103792984962717,Brilliant Minds Collective,These ads ran without a disclaimer,≤100,1
102988408855563,The Vanguard Network,These ads ran without a disclaimer,≤100,1
136922633619853,Евгений Лимонченко,These ads ran without a disclaimer,≤100,1
0,Instagram User 8787229337,These ads ran without a disclaimer,≤100,1
0,Instagram User 8262372319,These ads ran without a disclaimer,≤100,1
108942604027326,The Majestic Quran,These ads ran without a disclaimer,≤100,2
109328187665228,Farma Off Retiro VR - Alcione,These ads ran without a disclaimer,≤100,1
106620807391911,Roche,These ads ran without a disclaimer,≤100,2
289482661406112,Asepef Alumni,These ads ran without a disclaimer,≤100,1
378853842275805,FORUM Words of Peace Deutschland,These ads ran without a disclaimer,≤100,1
124252504303223,UNICEF (FR),UNICEF,≤100,42
220807247962719,Alpha Church,These ads ran without a disclaimer,≤100,1
1770266846634764,Eu sou Marco Marcial,These ads ran without a disclaimer,≤100,1
496572413734376,CREMAPET RS,These ads ran without a disclaimer,≤100,1
1542919985972196,Feria de Cantón,These ads ran without a disclaimer,≤100,3
103378054485087,DearAgaya,These ads ran without a disclaimer,≤100,1
974896235961055,UPL-Ltd,These ads ran without a disclaimer,≤100,3
104071732268213,Conscious Planet - Save Soil,These ads ran without a disclaimer,≤100,1
109989964193378,Rialan Litoral,These ads ran without a disclaimer,≤100,1
112585337250810,allan_trinca,These ads ran without a disclaimer,≤100,1
105752808334766,Uzoma Diversidade Educação e Cultura,These ads ran without a disclaimer,≤100,1
1649280208719867,Proyecto Correcaminos,These ads ran without a disclaimer,≤100,1
111131098177941,Help Ukraine,These ads ran without a disclaimer,≤100,1
107464615999205,Connor Franta,These ads ran without a disclaimer,≤100,1
101677895785783,Invictus Contingência,These ads ran without a disclaimer,≤100,2
294996957266374,Banda Cyrus,These ads ran without a disclaimer,≤100,1
615017665322593,Ângelo Máximo locutor,These ads ran without a disclaimer,≤100,1
102991742257314,What They Don't Tell You About Being a Survivor,These ads ran without a disclaimer,≤100,1
102199481857500,Circular Economy Alliance,These ads ran without a disclaimer,≤100,6
107538144825323,As Princesas Encaracoladas,These ads ran without a disclaimer,≤100,1
108418258116564,Jessica Lubene MK,These ads ran without a disclaimer,≤100,1
2061509410754512,Dr. Lauro Fernandes,These ads ran without a disclaimer,≤100,2
0,Instagram User 6123977982,These ads ran without a disclaimer,≤100,1
1509055149386684,A11 Sports Management,These ads ran without a disclaimer,≤100,1
102057872342081,Score Positivo,These ads ran without a disclaimer,≤100,1
234952014084732,GURU,These ads ran without a disclaimer,≤100,6
224335474975,台灣光華雜誌,These ads ran without a disclaimer,≤100,1
102878304613665,Global Heroes,These ads ran without a disclaimer,≤100,1
107410558544635,Sorteio 19.02,These ads ran without a disclaimer,≤100,1
101424084646989,O Poder Do Povo,These ads ran without a disclaimer,≤100,1
103281751597066,xskarma,These ads ran without a disclaimer,≤100,2
0,Instagram User 5029823629,These ads ran without a disclaimer,≤100,1
142033122983333,SY,These ads ran without a disclaimer,≤100,1
100335762124018,Great and Wonderful Things,These ads ran without a disclaimer,≤100,1
102538084888195,123madson,These ads ran without a disclaimer,≤100,1
110835501488131,Webfic New Book,These ads ran without a disclaimer,≤100,1
136955793845404,Worldpeace Corporation,These ads ran without a disclaimer,≤100,1
100455722629449,Gustavo Regis Figueiredo,These ads ran without a disclaimer,≤100,2
287940405085613,symriseag,These ads ran without a disclaimer,≤100,1
103313534798653,Bible Truth in Prophecy,These ads ran without a disclaimer,≤100,1
0,Instagram User 7655942218,These ads ran without a disclaimer,≤100,1
178893565567457,Alkhidmat Foundation Pakistan,These ads ran without a disclaimer,≤100,1
1720702718165314,ADAMA Ltd.,These ads ran without a disclaimer,≤100,1
138834982821944,Kauppalehti,These ads ran without a disclaimer,≤100,1
0,Instagram User 3273989246,These ads ran without a disclaimer,≤100,1
290277741009214,Editorial Miguel Ángel Porrúa,These ads ran without a disclaimer,≤100,1
1789026564506081,CanAm Enterprises,These ads ran without a disclaimer,≤100,1
310626332300968,MC Bravado,These ads ran without a disclaimer,≤100,2
102481932371190,All Translator Pro for Android,These ads ran without a disclaimer,≤100,1
102506399096520,J LUXE,These ads ran without a disclaimer,≤100,2
103779604661048,sargento_romanha,These ads ran without a disclaimer,≤100,1
105130048022558,Rogerio Yuri,These ads ran without a disclaimer,≤100,1
1262156320556186,ARTMO,These ads ran without a disclaimer,≤100,1
205362186029,Credit Suisse,These ads ran without a disclaimer,≤100,1
0,Instagram User 4389012871,These ads ran without a disclaimer,≤100,1
151857521546062,Central de Concursos,These ads ran without a disclaimer,≤100,2
113022528727926,UC Global Health Institute,These ads ran without a disclaimer,≤100,1
756877521031964,CCTV+,These ads ran without a disclaimer,≤100,2
127864438794232,𝓑𝓮𝓪𝓽𝓻𝓲𝔃 𝓜𝓮𝓻𝓲𝔃𝓪𝓵𝓭𝓮,These ads ran without a disclaimer,≤100,2
605707066525289,Twisted Rose,These ads ran without a disclaimer,≤100,1
192518364107436,Exness,These ads ran without a disclaimer,≤100,2
104628254809085,Reinaldo Bezerra,These ads ran without a disclaimer,≤100,1
1520817248199898,Yutong Bus & Coach,These ads ran without a disclaimer,≤100,2
308473539215980,Isaiah Wealth Ministries,These ads ran without a disclaimer,≤100,1
106999647925066,Phenomenal Woman,These ads ran without a disclaimer,≤100,1
115223106534001,Major Mixing,These ads ran without a disclaimer,≤100,1
543415202526268,voestalpine Böhler Welding,These ads ran without a disclaimer,≤100,2
231392760643542,Câmara Municipal de Santos,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,16
1667143086929512,Celso Lima,These ads ran without a disclaimer,≤100,1
110806716930628,Jeferson Já,These ads ran without a disclaimer,≤100,1
100786599279955,Prtb taubate sp eventos politica,These ads ran without a disclaimer,≤100,1
106227948722141,Bob Ledden Music Ministries,These ads ran without a disclaimer,≤100,7
343135665787225,International Conference on Family Planning,These ads ran without a disclaimer,≤100,1
111100840266377,Wacko Jaco,These ads ran without a disclaimer,≤100,1
348531276233537,Koala Mag,These ads ran without a disclaimer,≤100,1
289461001085174,Firmenich,These ads ran without a disclaimer,≤100,2
107058698578837,Angry Dolphins,These ads ran without a disclaimer,≤100,1
111999466811104,Wendel Britto - Por um Rio melhor,These ads ran without a disclaimer,≤100,1
104329658882074,Let's help Ukraine,These ads ran without a disclaimer,≤100,1
861590080550652,"Tatiane M. Silva, Esq.",These ads ran without a disclaimer,≤100,1
135462230400043,Rafael Amaral Adv,These ads ran without a disclaimer,≤100,1
247193432357291,Diaspora TV  Switzerland,These ads ran without a disclaimer,≤100,1
114310691955516,Cowboy Lifestyle Network,These ads ran without a disclaimer,≤100,1
122831531570404,رائد الحافظ Raeed Alhafez,These ads ran without a disclaimer,≤100,2
107809564197704,Cetur - Conselho Empresarial de Turismo da CNC,These ads ran without a disclaimer,≤100,1
1695053064050841,Motel Platinum,These ads ran without a disclaimer,≤100,2
110231781660980,veggasbar,These ads ran without a disclaimer,≤100,1
114708317879897,Shrink Plus,These ads ran without a disclaimer,≤100,1
0,Instagram User 2179529922,These ads ran without a disclaimer,≤100,1
47565718326,Oxford University Press - ELT,These ads ran without a disclaimer,≤100,2
101301791648477,Millennial Mogul,These ads ran without a disclaimer,≤100,1
39759254594,Earth Journalism Network,These ads ran without a disclaimer,≤100,1
0,Instagram User 7114142272,These ads ran without a disclaimer,≤100,4
342659603043817,Ditch The Ego,These ads ran without a disclaimer,≤100,2
292306430976006,Travel Funtu,These ads ran without a disclaimer,≤100,3
0,Instagram User 7164456409,These ads ran without a disclaimer,≤100,1
110304924585889,The Searial Cleaners,These ads ran without a disclaimer,≤100,1
105079017612567,Avocado.team,These ads ran without a disclaimer,≤100,2
0,Instagram User 1213839959,These ads ran without a disclaimer,≤100,1
1384952228455491,V Delazeri Representações,These ads ran without a disclaimer,≤100,1
360884013957583,MARCA France,These ads ran without a disclaimer,≤100,1
505331463152043,Isabel Navarro,These ads ran without a disclaimer,≤100,1
103212475711511,Rightlivin,These ads ran without a disclaimer,≤100,1
709430982419756,Thermo King Latinoamérica,These ads ran without a disclaimer,≤100,1
103737792247573,KANYE is GOD,These ads ran without a disclaimer,≤100,2
55805876860,Embry-Riddle Aeronautical University - Worldwide,These ads ran without a disclaimer,≤100,1
294837634511305,24/7 Mirror,These ads ran without a disclaimer,≤100,2
119476212786193,Bazooka Ọba,These ads ran without a disclaimer,≤100,1
575574302543925,Livraria Taverna,These ads ran without a disclaimer,≤100,1
105319702103648,Guilherme Santos,These ads ran without a disclaimer,≤100,1
97323256442,"Fonds National de la Recherche, Luxembourg (FNR)",These ads ran without a disclaimer,≤100,1
107496981860047,Video Downloader,These ads ran without a disclaimer,≤100,3
105356234294819,Gente de rancho washington,These ads ran without a disclaimer,≤100,1
100735668926860,Alexandre Oliveira,These ads ran without a disclaimer,≤100,1
732899373430782,Manu's Agência de Turismo,These ads ran without a disclaimer,≤100,1
322379661503269,Awesome-Cats,These ads ran without a disclaimer,≤100,1
567038963721666,Malik Le Nost,These ads ran without a disclaimer,≤100,1
215053318590864,Girbrasil,These ads ran without a disclaimer,≤100,1
0,Instagram User 9542764870,These ads ran without a disclaimer,≤100,1
0,Instagram User 9930706968,These ads ran without a disclaimer,≤100,1
379128332236727,Diálogo Chino,These ads ran without a disclaimer,≤100,1
0,Instagram User 6860993119,These ads ran without a disclaimer,≤100,1
132674867692,Yunus Centre,These ads ran without a disclaimer,≤100,1
100876478951033,愛爾蘭爸媽親子生活,These ads ran without a disclaimer,≤100,1
108005677512404,pastorrogeriomoreira,These ads ran without a disclaimer,≤100,1
1540045636302649,Arolsen Archives,These ads ran without a disclaimer,≤100,1
636184156721034,PSL Florianópolis,These ads ran without a disclaimer,≤100,1
109700661361019,Polymers MDPI,These ads ran without a disclaimer,≤100,1
1700047326903006,Enfermeras profesionales en Canada-Québec/Johana Botero,These ads ran without a disclaimer,≤100,1
150471795033549,PRESTE JUAN,These ads ran without a disclaimer,≤100,1
44409199155,Amazon Conservation Team,These ads ran without a disclaimer,≤100,3
101219455534618,Nftfy,These ads ran without a disclaimer,≤100,1
297170180294593,TBD Media Group,These ads ran without a disclaimer,≤100,1
100362659134830,darynaonopriienko,These ads ran without a disclaimer,≤100,1
1740000649609941,Sosa & Martinez Estudio Juridico,These ads ran without a disclaimer,≤100,1
103290918978686,Humanitas,These ads ran without a disclaimer,≤100,2
794975170545281,Jeferson Cardozo,These ads ran without a disclaimer,≤100,1
111954628822578,SAE Barcelona,These ads ran without a disclaimer,≤100,1
105807338039355,Fork Daily,These ads ran without a disclaimer,≤100,2
0,Instagram User 9569431213,These ads ran without a disclaimer,≤100,1
100459902106274,Vereador Pastor Bira,Bruno Primo,≤100,1
1718944851697485,Kacau Fonseca,These ads ran without a disclaimer,≤100,1
102040279188611,Support Ukrainians WW,These ads ran without a disclaimer,≤100,1
102180835214032,IDENT ARTE,These ads ran without a disclaimer,≤100,1
460683617780789,Hélio Gonçalves,These ads ran without a disclaimer,≤100,1
0,Instagram User 3257474932,These ads ran without a disclaimer,≤100,2
110467164920845,Stop WAR,These ads ran without a disclaimer,≤100,1
0,Instagram User 2704732385,These ads ran without a disclaimer,≤100,1
0,Instagram User 760033980,These ads ran without a disclaimer,≤100,1
1472255723043981,Dropes,These ads ran without a disclaimer,≤100,1
2312058832376237,MonicaTraveller,These ads ran without a disclaimer,≤100,1
267813379784,Explorer - Jóvenes con soluciones,These ads ran without a disclaimer,≤100,2
102569835667925,2022 - Lula Brasil,These ads ran without a disclaimer,≤100,1
0,Instagram User 7431858853,These ads ran without a disclaimer,≤100,1
0,Instagram User 7801261230,These ads ran without a disclaimer,≤100,1
2261413827506055,Diálogo Político,These ads ran without a disclaimer,≤100,1
102095752236053,Sports Fanatics,These ads ran without a disclaimer,≤100,4
110219963822335,Rich Dad Latino,These ads ran without a disclaimer,≤100,1
106323555101930,Altaide Rodrigues,These ads ran without a disclaimer,≤100,1
380130412330537,Artist Saldivar del Pino,These ads ran without a disclaimer,≤100,1
0,Instagram User 6619608266,These ads ran without a disclaimer,≤100,1
109809834976932,Save Ukraine,These ads ran without a disclaimer,≤100,1
103766068383659,Camp History,These ads ran without a disclaimer,≤100,1
105064845275272,Share_M113_x11,These ads ran without a disclaimer,≤100,2
2341341112595761,Ana Clara Viñar Martinez,These ads ran without a disclaimer,≤100,1
105575195043052,History101 Stories,These ads ran without a disclaimer,≤100,9
148385188640693,Wilson da TV,These ads ran without a disclaimer,≤100,1
659865257958449,HSBN Espanol,These ads ran without a disclaimer,≤100,1
378954852171693,KFURI VENDA NOVA,These ads ran without a disclaimer,≤100,1
351636681544850,Agenzia Giornalistica Aise,These ads ran without a disclaimer,≤100,2
217256921635378,Gabriel Rey Inc,These ads ran without a disclaimer,≤100,1
171691686522572,Gran Cursos OAB - Exame de Ordem,These ads ran without a disclaimer,≤100,3
108427255083620,Phoenix-Find likes,These ads ran without a disclaimer,≤100,2
1973232282759176,Direito Anticorrupção,These ads ran without a disclaimer,≤100,1
108935381727155,Fastpro - private & safe proxy,These ads ran without a disclaimer,≤100,1
2076713182632617,Bandura App,These ads ran without a disclaimer,≤100,1
387845194629100,Rotary Clube Lisboa Benfica,These ads ran without a disclaimer,≤100,1
253506185210874,Comandante Letizia,These ads ran without a disclaimer,≤100,3
101755071223844,João Câncio,These ads ran without a disclaimer,≤100,1
327118287384388,The Institution of Engineering and Technology (IET),These ads ran without a disclaimer,≤100,1
103772111505650,Liberius,These ads ran without a disclaimer,≤100,2
100207665005656,Neno,These ads ran without a disclaimer,≤100,1
109117785097673,Premier Alagoas F7,These ads ran without a disclaimer,≤100,1
755648057851475,MiC tha Goodkid.,These ads ran without a disclaimer,≤100,4
108838774214797,diltonloureiro,These ads ran without a disclaimer,≤100,1
368385456585507,Mazzi Materiais de Construção,These ads ran without a disclaimer,≤100,1
2083532538392272,Sgt. David Hunter 63rd Battalion,These ads ran without a disclaimer,≤100,1
1571889726417878,Humans of Kiribati,These ads ran without a disclaimer,≤100,1
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,≤100,1
102872505745545,PIPL,These ads ran without a disclaimer,≤100,6
194057750637892,HowlRound Theatre Commons,These ads ran without a disclaimer,≤100,1
104625154280353,rganeshraam,These ads ran without a disclaimer,≤100,1
101014548385454,LA LUPA,These ads ran without a disclaimer,≤100,1
102976339047253,Feminism_Activism_Antiracism,These ads ran without a disclaimer,≤100,1
260107092232,Independent,These ads ran without a disclaimer,≤100,1
78066290984,HCL Technologies,These ads ran without a disclaimer,≤100,1
36085812354,Rainforest Foundation US,These ads ran without a disclaimer,≤100,2
102486351576412,Ukraine crypto donation,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,3
101262915842001,Santiago & Castro,These ads ran without a disclaimer,≤100,1
0,Instagram User 3967688729,These ads ran without a disclaimer,≤100,2
100140259335224,Fênix - Notícias e Vídeos,These ads ran without a disclaimer,≤100,3
140965502635514,РБК,These ads ran without a disclaimer,≤100,9
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100,4
329033661825810,Cláudio Castelo Branco,These ads ran without a disclaimer,≤100,1
1016741935075254,Mo•ette Studio,These ads ran without a disclaimer,≤100,1
101209438654599,farraz_online,These ads ran without a disclaimer,≤100,1
116056875236133,Mher Khachatryan,These ads ran without a disclaimer,≤100,1
149271008438477,NETSCOUT,These ads ran without a disclaimer,≤100,1
125565308750,Salzburger Lungau,These ads ran without a disclaimer,≤100,1
233292313412131,Brazilian Footwear,These ads ran without a disclaimer,≤100,1
112049277944976,So Fierce Candy,These ads ran without a disclaimer,≤100,1
102601058143366,Shalom Corps,These ads ran without a disclaimer,≤100,1
1505773703061479,Jefinho,These ads ran without a disclaimer,≤100,2
185478671492735,APAS SHOW,These ads ran without a disclaimer,≤100,1
691078031228908,Rights & liberties,These ads ran without a disclaimer,≤100,1
104438384821849,Carbura Burger e Chopp,These ads ran without a disclaimer,≤100,1
1619951751630131,Nove Digital,These ads ran without a disclaimer,≤100,1
117741954907367,TeachingEnglish - British Council,These ads ran without a disclaimer,≤100,1
104578541162100,Débora Bento Correia - Psicóloga Clínica,These ads ran without a disclaimer,≤100,1
111951224696214,Dee Endless Running,These ads ran without a disclaimer,≤100,1
551520988521720,BicoccAlumni,These ads ran without a disclaimer,≤100,2
1658641020830471,Magazine Luiza,These ads ran without a disclaimer,≤100,1
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100,2
0,Instagram User 8998437516,These ads ran without a disclaimer,≤100,2
0,Instagram User 4490471251,These ads ran without a disclaimer,≤100,1
164215226937324,Creative Business Network,These ads ran without a disclaimer,≤100,1
1668491846740726,Welington Formiga,These ads ran without a disclaimer,≤100,1
467722366771328,ClexaCon,These ads ran without a disclaimer,≤100,1
171795872872353,ISPI - Istituto per gli studi di politica internazionale,These ads ran without a disclaimer,≤100,1
103341918619346,Colcci Governador Valadares,These ads ran without a disclaimer,≤100,6
103783772159451,Vidbuzz,These ads ran without a disclaimer,≤100,2
104639814443059,The Daddest,These ads ran without a disclaimer,≤100,9
109390727443113,Funniest Videos On The Internet,These ads ran without a disclaimer,≤100,2
138341914612,Vanuatu Tourism Office,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,8
249382711785018,Morukuru Family Madikwe,These ads ran without a disclaimer,≤100,1
365146224120080,Memecore,These ads ran without a disclaimer,≤100,1
0,Instagram User 3038500658,These ads ran without a disclaimer,≤100,1
1629698447245884,Academia Musical Online,These ads ran without a disclaimer,≤100,1
113257874341453,RDN,These ads ran without a disclaimer,≤100,1
110256151614463,João Victor Agendamentos online,These ads ran without a disclaimer,≤100,1
292780334633,International Christian Embassy Jerusalem (ICEJ),These ads ran without a disclaimer,≤100,3
440696722937496,Marttha Franco Ramos,These ads ran without a disclaimer,≤100,1
105244831337004,Tomàs Aquino Mundial.,These ads ran without a disclaimer,≤100,1
980982125622615,Aptus,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
106543861631303,O Araujo Neto,These ads ran without a disclaimer,≤100,1
0,Instagram User 2231086604,These ads ran without a disclaimer,≤100,1
188065287891704,Chic Viagens e Turismo,These ads ran without a disclaimer,≤100,1
102241581759606,Simples MED,These ads ran without a disclaimer,≤100,1
154303191887041,Big Global Travel,These ads ran without a disclaimer,≤100,2
101167831846498,Dailyphant,These ads ran without a disclaimer,≤100,2
112813634399821,شؤون الهجرة,These ads ran without a disclaimer,≤100,1
1473388192890892,Joby Aviation,These ads ran without a disclaimer,≤100,2
204182692934155,Amande Art,These ads ran without a disclaimer,≤100,1
1050435901671957,PM Saari,These ads ran without a disclaimer,≤100,1
293720774085565,Mutirão Pela Vida E Saúde: Droga Mata & Esporte Salva.,These ads ran without a disclaimer,≤100,1
315603771494,Milaap,These ads ran without a disclaimer,≤100,2
2785887571636397,Romualdo Santos,These ads ran without a disclaimer,≤100,1
412121489367566,Casa da Liz,These ads ran without a disclaimer,≤100,1
1472221289689466,Deezer,These ads ran without a disclaimer,≤100,8
106087831857662,Vacation101 Content,These ads ran without a disclaimer,≤100,15
1653890841604345,Instituto Cultural Casarão das Artes,These ads ran without a disclaimer,≤100,1
132653604152976,Amuna Misso,These ads ran without a disclaimer,≤100,1
108485211613988,Fabricio's Travel,These ads ran without a disclaimer,≤100,3
113598201097039,Luiz Medeiros,These ads ran without a disclaimer,≤100,1
104933815519273,go2spacenft,These ads ran without a disclaimer,≤100,2
1199020920114389,EOS Data Analytics,These ads ran without a disclaimer,≤100,2
105458714335885,MR Imposto de Renda,These ads ran without a disclaimer,≤100,1
108435685082380,Direito Simples e Objetivo - Prof. Juliano Yamakawa,These ads ran without a disclaimer,≤100,2
233826257775,Computerworld.hu,These ads ran without a disclaimer,≤100,1
467702426716986,LMS365,These ads ran without a disclaimer,≤100,1
147109888636038,Netafim,These ads ran without a disclaimer,≤100,2
104710612034176,Schnarchitekt,These ads ran without a disclaimer,≤100,1
156282627737148,Rachel Rodgers,These ads ran without a disclaimer,≤100,4
474598472606124,Skateman,These ads ran without a disclaimer,≤100,1
107181945263249,Eng. Pedreira Gritaaaa,These ads ran without a disclaimer,≤100,2
