Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
0,Instagram User 4516749463,These ads ran without a disclaimer,≤100,2
2063007930679246,Cristalle Odontologia,These ads ran without a disclaimer,≤100,2
108695059478388,Câmara Legislativa do Distrito Federal,These ads ran without a disclaimer,≤100,3
428828340577566,Consulado Geral EUA / US Consulate - Rio,These ads ran without a disclaimer,≤100,1
948419685549959,Ousadia Política,These ads ran without a disclaimer,≤100,2
730018220479613,Giovanni Mockus,Giovanni Villius Righetto Mockus,≤100,1
0,Instagram User 502806083,These ads ran without a disclaimer,≤100,1
526405324195191,Programa Criança e Natureza,These ads ran without a disclaimer,≤100,2
100179145489145,"Vereador Sargento Farias, Bsfrancisco ES",Joao Vencioneck,≤100,1
2121291601437481,Sor Jefferson Oliveira,Jefferson Oliveira,≤100,2
752324974855919,Abramge,These ads ran without a disclaimer,≤100,2
107942924405597,Professor Wagner Fonseca - Ambiental,These ads ran without a disclaimer,≤100,1
102343683293212,Tadeu Veneri,Mario Jose Mion,≤100,1
456485074374104,Sindipetro SP,These ads ran without a disclaimer,≤100,1
105944742083406,Ukrainian_Lives_Matter,These ads ran without a disclaimer,≤100,1
2308424002715677,Maurício Brasil Sambista,These ads ran without a disclaimer,≤100,1
103225558379448,40 Prime Store,These ads ran without a disclaimer,≤100,1
460097740751776,Tudo Em Dia,Paulo Cesar Braga,≤100,3
769991290013910,Fernandes Baratela,Fernandes Baratela,≤100,2
184948081656256,Paulo Foletto,These ads ran without a disclaimer,≤100,1
523838957653380,Recife Centro,These ads ran without a disclaimer,≤100,1
103638228375051,Vereador Dr. Vagner,Vagner Souza,≤100,1
1731404663737562,Professor Euler,Professor Euler,≤100,3
107517297711289,Conexão Legal,These ads ran without a disclaimer,≤100,1
114420640207803,Comidinha Fit PG,Juliano Avila,≤100,3
100184808436340,Valdemir Filho,Valdemir Filho,≤100,3
0,Instagram User 3865467465,These ads ran without a disclaimer,≤100,1
107194401875817,SCORE GUIA,These ads ran without a disclaimer,≤100,2
202665149747011,Prefeitura Municipal de Guararema,These ads ran without a disclaimer,≤100,6
117411058274909,D24am,These ads ran without a disclaimer,≤100,1
990686417807149,Secretaria de Educação de Nilópolis,Flavia Duarte,≤100,2
213805042016226,Paris Móveis e Planejados,These ads ran without a disclaimer,≤100,1
219358371447207,ParaibaOnline,Paraibaonline,≤100,2
791649210936848,Russão Gomes,These ads ran without a disclaimer,≤100,1
441993842504176,IMP Concursos Online,These ads ran without a disclaimer,≤100,5
1572735686380293,InfoMoney Educação,These ads ran without a disclaimer,≤100,10
115316992490763,Focus.jor,Focus.jor,≤100,1
108938740627789,Santos em Ação Maurício Steil,MAURÍCIO SILVA,≤100,5
280929625782724,Will do Volante,These ads ran without a disclaimer,≤100,2
797333806953584,Unifametro,These ads ran without a disclaimer,≤100,6
100913185701894,Marcelo Correa PR,Marcelo Correa,≤100,2
103006328897033,Gustavo Leonel,Gustavo Vinicius De Oliveira Leonel,≤100,1
509800035776082,Lauvaite Penoso,These ads ran without a disclaimer,≤100,1
100300555155590,Edson Simoes,Edson Santos,≤100,2
105832792114915,Giro Político Pará,Luiz Eduardo Gomes Mendes Moreira,≤100,1
103478661516650,Guilherme Sonaglio,Guilherme Sonaglio,≤100,1
100273806001620,Thalia Brasil,These ads ran without a disclaimer,≤100,2
106019811442544,Vereador Matheus Paladini Pereira,Matheus Pereira,≤100,2
100346095949719,Wagner Jean Da Rosa,Wagner Jean Da Rosa,≤100,69
102093658990729,Grupinho da Riqueza,These ads ran without a disclaimer,≤100,3
329539677059087,Zap Comunicação,Charles Rodrigues,≤100,3
1692211967683262,GSK,These ads ran without a disclaimer,≤100,1
107932801907287,Brito Rede MS,Eidson Brito,≤100,3
110850077739613,Conexão Magé,Leandro Da Silva Lugao,≤100,3
547653325686521,Bolsonaro Presidente 2022,Anderson Pinheiro,≤100,3
239058026485805,Othoniel Pinheiro,Othoniel Pinheiro Neto,≤100,1
107537644924874,Mauricio Ribeiro,Mauricio Silva,≤100,3
101300488380142,Doutor Milton é Bolsonaro,These ads ran without a disclaimer,≤100,2
179145705625308,Otávio Trad,Otavio Martins,≤100,1
132074753509019,Ricardo Araújo,Ricardo Araujo,≤100,5
1924704757832398,Tayla Peres,These ads ran without a disclaimer,≤100,1
101457925667999,Projeto Cidadão do Bem,These ads ran without a disclaimer,≤100,1
0,Instagram User 6674589468,These ads ran without a disclaimer,≤100,4
1379818325615117,CICLO,These ads ran without a disclaimer,≤100,1
110358997887830,Lariat Institute,These ads ran without a disclaimer,≤100,1
1779024785754076,PTC Group,These ads ran without a disclaimer,≤100,1
105050278578018,Adecop,Adecop,≤100,1
545973762216983,DMX Brasil,These ads ran without a disclaimer,≤100,1
101032134578934,"Garça, São Paulo",Fabio Bonassa,≤100,2
230038524205304,Ricardo Blattes,Ricardo Lovatto Blattes,≤100,2
284598511648192,Vereador Helinho do Sindicato,Hélio Severino de Azevedo,≤100,1
1432047033712860,Sociedade Brasileira de Oncologia  Clínica - SBOC,These ads ran without a disclaimer,≤100,1
100191775024351,Jhony Sasaki S.V,These ads ran without a disclaimer,≤100,1
103241447849723,TV Cidade Verde Campo Novo do Parecis,These ads ran without a disclaimer,≤100,1
559390574204703,Mc Gaspar do Mdp,These ads ran without a disclaimer,≤100,1
610825349037119,Núcleo PT Mangueira,Pablo Rogers Dias Ferreira Brandao,≤100,2
104136005398866,Sorveteria Beguetto Avaré,These ads ran without a disclaimer,≤100,1
100461681862985,campograndeacg,These ads ran without a disclaimer,≤100,1
112042033979636,Willian Tassinari,Willian Tassinari,≤100,1
108353538075818,sec.brendacarneiro,These ads ran without a disclaimer,≤100,1
471718669514197,Danny Souza,These ads ran without a disclaimer,≤100,1
689798134467713,CHEFF Junior,Emerson Rodrigues,≤100,2
399652257173565,Luísa Canziani,Luísa Canziani,≤100,1
339606729398017,Roberto Requião,These ads ran without a disclaimer,≤100,4
102802668465364,JCC Letreiros e Adesivos,JCC COMUNICAÇÃO VISUAL LTDA,≤100,1
102270508404386,Direita Caraguatatuba,Carine De Faria Benetti,≤100,2
102141574861791,Matheus Pacheco Ouro Preto,These ads ran without a disclaimer,≤100,2
0,Instagram User 756531798,These ads ran without a disclaimer,≤100,1
1811225612245214,Notícia Cianorte E Região,These ads ran without a disclaimer,≤100,1
102621752085471,vitrine.loja,These ads ran without a disclaimer,≤100,2
133119180096110,Prefeitura de Brusque,These ads ran without a disclaimer,≤100,1
250811945300327,Tiano Caduri,Tiano Almeida,≤100,1
122424901140705,Oscar Calçados,These ads ran without a disclaimer,≤100,4
1525932224401512,Luan CR,LUAN COLA RANGEL CORRÊA,≤100,3
114279449984555,Dalton Borba,Mandato Dalton Borba,≤100,1
546862722030959,Dary Pagung,Dary Pagung,≤100,1
1458998944348469,StandWithUs Brasil,These ads ran without a disclaimer,≤100,1
319884751500468,O Olhar - O Portal de Notícias de Governador Valadares,Andrea Costa,≤100,1
100413892667625,Gustavo Moreno - Advocacia Criminal,Gustavo Barbosa,≤100,4
107991364211853,Eder Zalima,These ads ran without a disclaimer,≤100,1
170566496447610,D. D. Dias Desentupimento e Controle de Pragas,These ads ran without a disclaimer,≤100,1
101095219032856,Mulheres Iluminando o Mundo,These ads ran without a disclaimer,≤100,2
1839668806354900,Tamyres Aragão,Ernesto Filho,≤100,3
374036096023437,Thiago Trindade,Thiago Silva Trindade,≤100,2
1055321937850543,Carol Paiffer,These ads ran without a disclaimer,≤100,23
735868743236334,Naasom Luciano,Naasom Luciano Da Rocha,≤100,1
109652994015325,Dr. Breno - Vereador,Breno Oliveira,≤100,1
109979887525636,Escolhidos para Influenciar,These ads ran without a disclaimer,≤100,1
103661622085380,historia_bizurada,These ads ran without a disclaimer,≤100,1
101541122531512,Otoni de Paula Baixada,Otoni Moura De Paulo Junior,≤100,1
341394403278037,Dr.Castor Andrade,Diomeneis Andrade Silva,≤100,1
147034712136671,PSTU São Paulo,Diretório Municipal PSTU São Paulo,≤100,1
1176174529232553,Repercussão Paranhana,Repercussão Paranhana,≤100,1
419407638553096,Marcio Oliveira,These ads ran without a disclaimer,≤100,1
116420803553163,Jingles Super Chiclete,Paulo Magalhaes,≤100,3
1886454284985367,Vermane Administradora de Condomínios,These ads ran without a disclaimer,≤100,2
105300658209635,Candidato Viral,Dayane Pinheiro,≤100,2
109932295021105,Ipimob_br,IPIMOB,≤100,1
861706383886509,Prefeiturasul . Santa Rosa do Sul - SC,Maik De Matos,≤100,1
1932803690162509,Gabriel Silva MKT,These ads ran without a disclaimer,≤100,2
423188504717982,Pedro Paulo - PEPA,Pedro Oliveira,≤100,1
1748022592106701,Vereador Marcio Bosa,These ads ran without a disclaimer,≤100,2
124770667597368,Gráfica Santa Marta,These ads ran without a disclaimer,≤100,1
108507658061574,Zero Águia,Eliezer Fernandes,≤100,2
1990366004563985,Diário Tocantinense,Diário Tocantinense,≤100,1
2167354823579474,"PodRico - PodCast de política, economia e notícias.",Marcelo Rico,≤100,1
102395734972653,Eduardo Sanches,These ads ran without a disclaimer,≤100,1
103093194598997,Genildo da geração celular,Genildo Dos Santos Silva,≤100,4
376380845756420,Sinsep - Sindicato dos Servidores Públicos Municipais de Mogi Mirim,Sindicato dos Servidores Públicos Municipais de Mogi Mirim,≤100,1
116517739726260,Portal Infosul,Portal Infosul,≤100,1
125653970938520,Prefeito Major Eldecirio,Eldecirio Silva,≤100,1
105968661686586,imperadorimport,These ads ran without a disclaimer,≤100,1
260661434375802,Populi Saúde,Fabio Staudt,≤100,1
101785251677529,Marcelo Teco,Wilson Silva,≤100,1
287428551401979,Prefeitura de Aparecida,These ads ran without a disclaimer,≤100,1
109028101658082,Jamila,Jamila Alves De Oliveira,≤100,4
103333785631268,Gentvpa,These ads ran without a disclaimer,≤100,1
345915148786331,André Tomé - Coaching e Ação,Andre Tome,≤100,1
297436430849862,Bilaquense Alimentícios,These ads ran without a disclaimer,≤100,2
273539966876798,Marcio Berbet,Marcio Berbet,≤100,1
1858310644409229,Claudio Mello,These ads ran without a disclaimer,≤100,1
393439554060348,Amaral & Barbosa Advogados,Amaral & Barbosa Advogados,≤100,1
1621718428057181,Programa Tudo Azul,Fabiana Neves Santana Coelho,≤100,3
111426211419405,Femap Mp,Moises Da Silva,≤100,1
0,Instagram User 1612857944,These ads ran without a disclaimer,≤100,1
1861962040485934,Paulo da Sucata,Paulo Roberto Dias Pereira,≤100,3
115763975731384,CASA De SOUSA,Anderson Lacerda,≤100,2
1576465185958331,Intersind,These ads ran without a disclaimer,≤100,1
2084474821779163,Aprova Digital,These ads ran without a disclaimer,≤100,1
1465210687036983,PCdoB Salvador,PARTIDO COMUNISTA DO BRASIL SALVADOR BA MUNICIPAL.,≤100,2
104918400979201,julianakopp.adv,These ads ran without a disclaimer,≤100,1
1612355242426349,Prof. Fabio Jorge,Fabio Jorge Rodrigues,≤100,1
1980692922227031,Tangled Willows Farm,These ads ran without a disclaimer,≤100,1
908493315861450,Brazilian Voices,These ads ran without a disclaimer,≤100,1
101009619289691,Jean Goularte,Rosa Zeferino,≤100,11
104227268069814,Alem dos outdoors,Edivaldo Rossetto,≤100,2
353041101479002,Fabrício Falcão,Jean Falcao,≤100,1
100202634981422,Hitech WS,These ads ran without a disclaimer,≤100,1
110454740752938,Jensen Silva,Da Silva,≤100,5
106363724666608,Cadu,Carlos Eduardo Perez,≤100,2
1451258225119361,Wainer Psicologia,These ads ran without a disclaimer,≤100,2
420286781359415,Laboratório Cisco,These ads ran without a disclaimer,≤100,1
101662255855383,Magicget-Sun,These ads ran without a disclaimer,≤100,10
1195099267233268,Estude medicina no Paraguai,These ads ran without a disclaimer,≤100,1
108543544168644,Mundo de Cartão de Crédito,These ads ran without a disclaimer,≤100,4
173799856144799,Nárcia Kelly,Narcia Kelly Alves Da Silva,≤100,1
100747102607283,Dra. Greice Moraes,These ads ran without a disclaimer,≤100,1
123552826573169,Inthegra Soluções,These ads ran without a disclaimer,≤100,1
103561375589684,Rugiére Barbosa,Rugiere Yuri Barbosa Soares,≤100,1
273642106068512,Paulo Alexandre Barbosa,These ads ran without a disclaimer,≤100,1
105522475420578,Fundamente sua FÉ,These ads ran without a disclaimer,≤100,3
105225107996555,Vereadora Rozilda Conti,Rozilda De Campos Conti,≤100,2
103829025019589,Luzamba,These ads ran without a disclaimer,≤100,1
103333881409666,vicentepaulofilho,These ads ran without a disclaimer,≤100,1
307195902697120,Clinica Toledo,These ads ran without a disclaimer,≤100,4
1117915054989012,Sorriso Digital Governador Valadares,These ads ran without a disclaimer,≤100,3
178981046995419,Autoria - Educação em Linguagem,These ads ran without a disclaimer,≤100,2
115292856696170,Vereadora Andreia Silva,Francisca Silva,≤100,20
219633462224525,Paraferro,These ads ran without a disclaimer,≤100,2
748564438847574,Vue Storefront,These ads ran without a disclaimer,≤100,1
287139354791975,Sindicato Seth São Jose do  Rio Preto e Região,These ads ran without a disclaimer,≤100,5
258708864163724,Fernando Favoretto,These ads ran without a disclaimer,≤100,1
105603541306548,Vereadora Laine Dimeira,Ildeslane Dimeira Rosa,≤100,4
1826263780998738,Cabo Valter,These ads ran without a disclaimer,≤100,3
2530277043655329,URSAL Bar,These ads ran without a disclaimer,≤100,3
0,Instagram User 864788031,These ads ran without a disclaimer,≤100,1
101917654683590,Alexandre Melo,Alexandre Melo,≤100,1
1095909120473531,Bi Gêmeos,Milton Lins Da Silva,≤100,2
106220001691142,Direito PUC - SP,These ads ran without a disclaimer,≤100,1
545658715563183,Plataforma Região e Redes,These ads ran without a disclaimer,≤100,2
104265141938716,Sorridents Clínicas Odontológicas,These ads ran without a disclaimer,≤100,1
104350048696373,Juventude do Lula,These ads ran without a disclaimer,≤100,3
102151118221860,Flávio Barony,Flavio Barony,≤100,2
111579663830408,Jairo Cardoso,Jairo Cardoso,≤100,2
372575740190184,Maria Luisa Gonçalves Corretora,These ads ran without a disclaimer,≤100,1
101130855300816,Pablo Designer,These ads ran without a disclaimer,≤100,1
290108248018093,Lorivan Oliboni,Lorivan Oliboni Barboza,≤100,4
1207712416017354,Gilson da Autoescola Página,Vereador Gilson da Auto Escola,≤100,3
367168674084169,Agro Campo Nascimento,Raniel Nascimento,≤100,1
100403765970621,Henrique Mascarenhas de Souza,Henrique Mascarenhas  De Souza,≤100,2
105145631401345,Frente Conservadora Gonçalense,Renato Araujo,≤100,1
1604513203102429,Dr Wellington Reis,These ads ran without a disclaimer,≤100,1
118013506714272,Juninho Lopes,Emilio De Oliveira Lopes Junior,≤100,4
194395877379866,Saulo Souza,These ads ran without a disclaimer,≤100,1
109951584046100,Policial Mariana Lescano,Mariana Doernte Lescano,≤100,1
112019704739789,Direito da Família,These ads ran without a disclaimer,≤100,2
100661818730059,Judgement Day: Decide It,These ads ran without a disclaimer,≤100,11
102852492402072,Roberta Daros,These ads ran without a disclaimer,≤100,25
2220187614906838,Letícia Xavier Odontologia,These ads ran without a disclaimer,≤100,1
240204789453821,Clodoaldo De Moraes,Clodoaldo Moraes,≤100,1
100217788465087,Quézia Garcia,QUÉZIA GARCIA DE JESUS SILVA BISPO,≤100,3
446916585499205,Madeirite Rosa,These ads ran without a disclaimer,≤100,1
607290363087816,Monitoramento dos Direitos Humanos no Brasil,Articulação para o Monitoramento dos Direitos Humanos no Brasil,≤100,2
321286748530927,"Empréstimo Para Aposentados, Pensionista E Loas",Julio Abranches,≤100,1
108294837650771,Thiago Carvalho,Thiago De Carvalho Santos,≤100,1
100230579224406,Achei no Pão Curitiba Regional Boa vista,Luana Moretti,≤100,1
107703281689491,Lucas Zacarias,Lucas Zacarias De Araujo,≤100,1
110764367354260,Silmara Silva Miguel,Abner Miguel,≤100,1
100200362171068,TV Prefeitura Engenheiro Coelho,Denise Rosa,≤100,1
101736164924008,Marcos Kaloy,Marcos Togeiro Galvao,≤100,1
261368704496824,A coisa pública brasileira,These ads ran without a disclaimer,≤100,3
609496935803763,MDB 15 Santa Rita do Passa Quatro,Ronaldo Eluf,≤100,2
111603178188304,Nathalia Souza,Daiane Braga De Jesus Santos,≤100,1
108842934114292,A Referência,These ads ran without a disclaimer,≤100,2
272517256147682,Realidade Uberlandense,These ads ran without a disclaimer,≤100,1
431778670249903,Fetquim-Cut/sp,These ads ran without a disclaimer,≤100,2
164278877495103,Carol Figueiredo,Carol Figueiredo,≤100,1
124998294254987,Vereadora Marcia Taschetti,Marcia Aparecida Taschetti,≤100,1
