Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
105212134257301,Heidi Kasama,Elect Heidi Kasama,181,4
1391507907786270,State Representative Sheri Gilligan,"Rep. Sheri Gilligan, State House District 24",181,2
970363693036517,Pat Jones  for District Attorney,Marketing Services LLC,180,3
357750373755,National Domestic Workers Alliance,National Domestic Workers Alliance,179,6
137560579613235,Sealaska,SEALASKA CORPORATION,179,2
1419181621637713,Mary Kay Henry,SEIU,179,10
105379318771208,Amber Polk & Brian Boatman Shelby Co. Board of Education VOTE MAY 24th,Elect Amber Polk & Brian Boatman to the Shelby County Board of Education,179,4
305643856459460,Burgess Owens,Burgess 4 Utah,178,8
521889897981706,Susan Manchester,Friends of Susan Manchester,178,2
280569155330326,AFP - Iowa,AMERICANS FOR PROSPERITY,178,9
349800608987143,Texans for Economic Liberty,Texans for Economic Liberty,177,28
101967468288183,James Coleman for State Assembly,James Coleman for State Assembly 2022,177,2
113697931328224,Shasta County Liberty Committee,The Liberty Committee,177,24
109285814839814,Re-Elect Representative Mary Bentley,Re-Elect Representative Mary Bentley,177,8
118275358205277,Rick Jeffares for Georgia,Rick Jeffares for Georgia,177,7
662332523886603,Mat Pitsch for Arkansas State Treasurer,Pitsch for Arkansas Committee,177,3
272620660340,Herb McMillan - Because it's your money,Herb McMillan Friends Of,177,5
1208783575937649,Congresswoman Angie Craig,Office of Rep. Angie Craig,177,2
104237428379619,East Oakland Stadium Alliance,East Oakland Stadium Alliance,177,2
100691162288006,Troy Brown for San Joaquin County Superintendent of Schools,Troy Brown for San Joaquin County Superintendent of Schools,176,12
738063612887865,Alliance for Michigan Power,Alliance for Michigan Power,176,10
72092591211,FBI – Federal Bureau of Investigation,Federal Bureau of Investigation,176,5
109743494487054,Common Ground AR,Common Ground Arkansas,176,10
102498848971162,Michelle for Georgia,Michelle For Georgia,176,6
309203262893778,District Attorney Todd Spitzer,Todd Spitzer for District Attorney 2022,176,1
114930254435776,Tom Arceneaux for Mayor of Shreveport,Tom Arceneaux for Mayor,174,3
1839802812978707,Gentner Drummond,Friends of Gentner Drummond 2022,174,4
67553971312,The Century Foundation,"CENTURY FOUNDATION INC, THE",174,7
462609750743269,Garden State Initiative,"Garden State Initiative, Inc.",174,9
102771646440276,Jesus Christ Savior by Beliefnet,"BN Media, LLC",174,1
280718543867,Riverside Sheriffs' Association,Riverside Sheriffs' Association,174,3
8002590959,Rainforest Action Network - RAN,RAINFOREST ACTION NETWORK,174,18
77278490877,National Corn Growers Association,NATIONAL CORN GROWERS ASSOCIATION INC,174,7
304953186983,Planned Parenthood of Greater New York,Planned Parenthood of Greater New York,173,3
103671862134913,Brock Colvin for State House,Brock Colvin for House,173,7
2236539733265625,Mesha Mainor - GA House of Representatives,Friends & Family for Mesha Mainor,173,11
108697308326701,"Gus Kramer, Contra Costa Assessor",Gus Kramer for Assessor,173,9
108283695155520,Re-Elect David Livingston for Contra Costa Sheriff,Re-Elect David Livingston Sheriff 2022,173,8
107227861694631,On Wisconsin PAC,On Wisconsin PAC,173,8
100607179026941,Of Thee I Sing 1776,Harold Gershowitz,172,6
107634726557683,Katie440,Katie Exum Candidate State House District 40,172,5
145445505512189,David Allen Welter State Representative 75th,Friends of David A. Welter,172,3
54310679625,Alliance for Justice,ALLIANCE FOR JUSTICE,172,2
108060587996013,Joe Kent for Congress WA-03,JOE KENT FOR CONGRESS,172,14
116020488347,Nevada Conservation League,Nevada Conservation Leadership Political Action Committee,171,4
1836840189683655,Stephanie Bridgett for Shasta County District Attorney,Stephanie Bridgett for District Attorney 2022,171,7
143096702428076,"Orange and Rockland Utilities, Inc.",Orange & Rockland Utilities Inc,171,6
139151419572310,Lance Gooden,LANCE GOODEN FOR CONGRESS COMMITTEE,170,4
1376465702586897,Coloradans for Responsible Energy Development,Coloradans for Responsible Energy Development,170,1
1646115925482062,Proncey Robertson State Representative District 7,Campaign to Elect Proncey Robertson,170,6
723694947709649,Tom Patti County Supervisor,Tom Patti for Congress,170,3
104151054899518,ACLU California Action,ACLU California Action,170,23
286999398309679,Enel Green Power,"Enel North America, Inc.",170,7
102537901950568,CO Minds Over Mass Shootings,CO MINDS OVER MASS SHOOTINGS,170,17
100353985801206,My News Buffet,"MyNewsBuffet.com, LLC",169,22
1404888666493762,Darin LaHood,Darin LaHood for Congress,169,30
197461723779499,"Vasquez Law Firm, PLLC",William Junior Vasquez,169,4
105542518763778,Ohio ACE,"Merit International, Inc.",169,2
185138172045918,Brit Blalock for Alabama House District 54,Committee to Elect Brit Blalock,168,4
370099376346078,Americans for Prosperity New Hampshire,AMERICANS FOR PROSPERITY,168,2
343783829574663,Solar Save America,These ads ran without a disclaimer,168,4
169440273093442,The Center for Election Science,The Center for Election Science,168,1
321551104595953,Marianne Heimes for Board of Elections,Committee to Re-Elect Marianne Heimes,168,1
1784931335068328,FX3: Farrell Financial Freedom,Farrell Financial Freedom,168,2
1481048748639715,Erin Resner,Erin Resner for Shasta County Supervisor,168,5
101241348732754,Latham Saddler,"GEORGIANS FOR LATHAM, INC.",167,2
111416482215913,California Rifle and Pistol Association,CALIFORNIA RIFLE & PISTOL ASSOCIATION INC,167,2
107475908501338,Reddy for House,Narender Reddy for State House,167,5
52360022986,Amador Tuolumne Community Action Agency,AMADOR TUOLUMNE COMMUNITY ACTION AGENCY,167,6
113102696891789,The Feminista,The Feminista,167,2
49640749719,Kay Granger,the Office of Representative Kay Granger,166,2
901312846740457,Progress Michigan Political Action Fund,Progress Michigan Political Action Committee,166,2
471960692929281,Drew Ferguson,DREW FERGUSON FOR CONGRESS INC.,166,1
182723117043,Chicago Council on Global Affairs,CHICAGO COUNCIL ON GLOBAL AFFAI,166,2
113440686782377,Prairie Action ND,Prairie Action ND,166,14
1992102714364397,Jason For Georgia,Jason For Georgia,166,6
115906457773100,Mari Barke for OC Board of Education,Mari Barke for the Orange County Board of Education 2022,165,2
253791814655400,Doug Collins,DOGWOOD STRATEGIES INC,165,1
43821078871,Transport Workers Union (TWU),Transport Workers Union of America,165,8
118858139867,Missouri's Children's Trust Fund,CHILDRENS TRUST FUND OF MISSOURI,165,4
2266132040105366,Healthy Air Alliance,Healthy Air Alliance,165,12
384889221867668,Alliance For Maine,Alliance for Maine,165,13
251582291527312,Elect Keith Davis House District 13,Committee to Elect Keith Davis,164,4
756834891348733,Assemblyman Gregory T. Hafen II,Friends of Gregory T Hafen II,164,11
2070944712939738,American Police Officers Alliance,American Police Officers Alliance,164,11
110258368070973,"Re-Elect Gus Ruiz, Cameron County Commissioner Pct. 4",Gustavo Calixtro Ruiz,164,16
124115965454,Cornerstone Action,Cornerstone Action,164,1
462081687671299,Amy Phan West,AMY PHAN WEST FOR CONGRESS,164,2
74184744386,Ken Buck,BUCK FOR COLORADO,164,6
255062275778,Tim Tebow Foundation,TIM TEBOW FOUNDATION,164,3
105026012121546,Steinbuch For Arkansas,Steinbuch for Arkansas,164,4
288369791569,SEIU 721,SEIU Local 721,163,12
108524420538011,Hoosiers for Renewables,Hoosiers for Renewables LLC,163,11
1274662982558263,Care Is Essential,SEIU,163,14
81372493950,POET,"POET, LLC",163,24
105300935408037,Matt McKenzie for Baldwin County Commissioner - District 2,Matt Mckenzie,163,2
105418645303307,Dr. Jon Petrick 4 NV - Assembly District 21,Committee to Elect Dr John Petrick,163,4
109207804720268,Massachusetts Is Not For Sale,Massachusetts Is Not For Sale,163,2
962210870602007,Rep. Neil Rafferty,Committee to Elect Neil Rafferty,163,11
797121490373293,Dr. Barbara Sharief,Barbara Muhammad Sharief,163,2
189040940555,San Antonio River Authority,San Antonio River Authority,162,6
111549278031588,Sylvia Luke for Hawaii,Friends of Sylvia Luke,162,2
70150469414,Joe Wilson,Office of U.S. Congressman Joe Wilson,162,1
105734978695211,Jay Oliphant for State Representative,Oliphant for Arkansas,162,1
103213601095503,ParentsTogether Action,ParentsTogether Action,162,2
497348647140658,Point Source Youth,Point Source Youth,162,7
60182072999,Lila Rose,Live Action,162,13
6914357307,Moran for Kansas,"Moran for Kansas, Inc.",162,7
102303478908981,Elisa Chan for Texas House,ELISA CHAN CAMPAIGN,162,3
19342050934,Leadership Institute,LEADERSHIP INSTITUTE INC,162,16
101170995585498,Sherine Smith for OC Board Of Education,Sherine Smith for Orange County Board of Education 2022,162,4
104652824554993,Horse Heaven Clean Energy Center,Horse Heaven Clean Energy Center (A Scout Clean Energy LLC Project),161,4
112182298123032,Dr. Michele Crncich Hodge for Superintendent of Schools,Michele Crncich Hodge for County Superintendent of Schools 2022,161,2
107327091714258,Summer McWhorter Summerford for District Attorney,Summer McWhorter Summerford Campaign,161,2
339895459553718,Sunsolar Solutions,SunSolar Solutions,161,1
103434192376474,Tamiko4Sacramento,Alliance to Support the Middle Class,161,2
126498287375611,Michigan League of Conservation Voters,Michigan League of Conservation Voters,160,3
101953838806048,Uplands Wind,Uplands Wind,160,6
655729801170405,Planned Parenthood Maine Action Fund,Planned Parenthood Maine Action Fund PAC,160,6
251734676525,Kevin Cramer,CRAMER FOR SENATE,160,11
132669380104415,Blue America,BLUE AMERICA PAC INDEPENDENT EXPENDITURE COMMITTEE,160,14
108537015194946,Gino Bulso for State House,"Bulso for State Representative, Bob Weatherly, Treasurer.",160,2
117762158270896,Washington State Department of Health,Washington State Department of Health,160,6
123276481201934,Barry Loudermilk,LOUDERMILK FOR CONGRESS,159,8
112039217735591,Dylan Purcell for State Rep. District-32,DYLAN PURCELL FOR GEORGIA HOUSE,159,2
360055878304988,Holly for Congress,HOLLY MCCORMACK FOR CONGRESS,159,2
103171994635775,Angela Alsobrooks,Friends of Angela Alsobrooks,159,2
187594818048424,Mandela Barnes,Mandela Barnes for Wisconsin,159,6
133559684041847,Renato Mariotti,Friends of Renato Mariotti,159,1
321088559302,Keep America Beautiful,"KEEP AMERICA BEAUTIFUL, INC.",159,1
102757624532911,NYC Mayor's Public Engagement Unit,City of New York,159,16
210480539725958,Craig Christiansen for State Representative,Christiansen for State Rep,159,1
100714528346811,Representative Tom Tiffany,Congressman Tom Tiffany,159,4
200925806590732,Square,These ads ran without a disclaimer,158,1
159817223047,David Scott for Congress,David Scott for Congress,158,3
225902781414,William Gheen President of Americans for Legal Immigration,AMERICANS FOR LEGAL IMMIGRATION PAC,158,7
401583820566367,Asian American Advocacy Fund,ASIAN AMERICAN ADVOCACY FUND PAC,158,5
111306441542685,"Mary Zendejas For LB City Council, District 1, 2022",Mary Zendejas for City Council 2022,158,9
105512331492146,Rep Pat Fallon,United States House of Representatives,158,2
104067111877737,Noah V Malgeri for Congress,NOAH FOR NEVADA,158,1
384676381708957,Education NC,Education NC,158,12
105399871983887,Stefan Bean for OC Superintendent,Dr. Stefan Bean for OC Superintendent 2022,158,2
590393634664831,Congresswoman Debbie Lesko,Office of Congresswoman Debbie Lesko,158,5
100599989295408,Guy Barker for Congress,BARKER FOR CONGRESS,157,2
201188983306624,Trey Kelley for State House,Kelley for House,157,4
114000234614859,1962 PAC,1962 PAC,157,15
101563185535228,Shrina Kurani for Congress,SHRINA KURANI FOR CONGRESS,157,24
149387255708408,Harriet Hageman,Hageman for Wyoming,157,1
163965296965203,32BJ SEIU,LOCAL 32 BJ SEIU,156,10
101988315748747,Solar and HVAC Pros,Energy Genesis Inc.,156,1
163447903741257,"Marty Boyd, Craighead  County Sheriff",Boyd for Sheriff Committee,156,2
107304258261810,Derek Keeney For Georgia State Senate,Committee to Elect Derek Keeney,156,1
106707381964507,McNaughton For State Representative Dist. 22,McNaughton For Arkansas,155,16
126105480781184,Texas Home School Coalition (THSC),TEXAS HOME SCHOOL COALITION,155,7
111639264738193,Re-Elect District Attorney Wilson Blaylock,Committee to Re-Elect Wilson Blaylock,155,12
107481860660975,Fatima Iqbal-Zubair for State Assembly 65,Fatima Iqbal-Zubair for Assembly 2022,155,2
1994697323933194,Rep. Ilhan Omar,U.S. House of Representatives,155,1
1290536624348001,Informed Immigrant,FWD.us Education Fund,155,5
105812542104705,Ricardo Lara’s Corruption is Making Headlines,Marc Levine for Insurance Commissioner 2022,155,3
105332948813909,Noel for Judge,Calvillo for Judge 2022,154,2
106582544906565,Maine Affordable Energy,Maine Affordable Energy,154,1
284293125336159,Regulatory Transparency Project,FEDERALIST SOCIETY FOR LAW & PUBLIC POLICY STUDIES,154,11
108492878438545,Chapel King for District 1 Lauderdale County Commission,Chapel King for Lauderdale County Commission,154,10
294440927660120,Dr. Al Olszewski,Montanans for Olszewski,154,4
106451501999678,Gail Pellerin for Assembly,Gail Pellerin for Assembly,154,15
239844317933916,End Abortion Alabama,End Abortion Alabama,154,4
102025172130448,Oscar Ortiz for Napa County Sheriff,Oscar Ortiz for Sheriff 2022,153,4
102022212245872,Matt Woods for State House District 13,Matt Woods for State House District 13,153,9
299405436754707,FP1 Strategies,FP1 Strategies,153,1
103724108992441,Katy Young Yaroslavsky for City Council,KATY YOUNG YAROSLAVSKY FOR CITY COUNCIL 2022,153,2
209427165751977,Fightfor15LA,Fight for $15,153,3
799704910181212,Stronger Foundations,"Stronger Foundations, Inc.",153,1
317298685315281,Hartford 311,City of Hartford,152,3
101054509137505,Spann for Judge,Committee to Elect Jonathan A. Spann,152,3
141972426677848,Dr. Akilah Weber,Akilah Weber For State Assembly,152,1
104482412160909,Jason Stone for Judge,Stone for Judge 2022,152,4
11918108948,African Wildlife Foundation,AFRICAN WILDLIFE FOUNDATION,152,69
583086605039763,Congressman Scott Fitzgerald,Office of Congressman Scott Fitzgerald,152,2
370345423898,Alaska Children's Trust,Alaska Children's Trust,152,2
104592947565084,State Rep Rebecca Mitchell,"Rebecca for Georgia, Inc",152,4
139062085972,Illinois Family Institute,"ILLINOIS FAMILY INSTITUTE, THE INC",152,1
100605699120838,Larry Stone for Santa Clara County Assessor,Larry Stone for County Assessor 2022,152,3
911198685699913,Stephanie Nguyen for Assembly 2022,Stephanie Nguyen for Assembly 2022,151,5
107912991915659,Housing Providers for Responsible Solutions,HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS,151,1
111983644748221,Nora Lott Haynes for Senate,Nora Lott Haynes for Senate,151,4
111316474326321,Phil Rizzo,PHIL RIZZO FOR CONGRESS,151,2
262445677144070,Elect Wayne Willis,Elect Wayne Willis,151,1
341193070013043,Realities of Single Payer,Realities of Single Payer,151,4
1394412707466827,New Georgia Project,New Georgia Project,151,3
144493206227059,Kali Fox Miller,Elect Kali Fox Miller,151,3
1651272545126884,Citizens Alliance of Pennsylvania,Citizens Alliance of Pennsylvania,151,5
198447390308626,Gregg Hart,Gregg Hart for Assembly 2022,151,1
109450008273188,Ryan Rose for Arkansas,Ryan Rose for Arkansas.com,151,6
109949628369320,SD Strong PAC,South Dakota Strong Pac,151,10
104728218668761,Kirkmeyer for Congress,KIRKMEYER FOR CONGRESS,150,9
108931451729260,Judge David Puckett,FRIENDS TO KEEP JUDGE PUCKETT,150,2
459818674111532,Angelic Moore,A Georgia Company,150,4
123624513983,The Western Journal,The Western Journal,150,21
118667809901,Rep. Tom Demmer,Team Demmer,150,21
105715388348990,Joe Marr Wilson,Joe Marr Wilson Campaign,150,6
1691667177798461,Brut,Brut,150,2
40826698396,Arkansas PBS,"EDUCATIONAL TELEVISION COMMISSION, ARKANSAS",150,3
274000798088,Connecticut Republican Party,Connecticut Republican Party,150,18
35715544220,Stand.earth,Stand.earth,149,8
225729702725796,Stephen Johnson for Morgan County Commission,Stephen Johnson for Morgan County Commission,149,2
