Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
105614108777793,"Advancing Conservative Values, Inc.",Advancing Conservative Values,257,2
38882699096,Polaris,POLARIS PROJECT,256,45
754765191295614,Town of Hempstead,Town of Hempstead,256,3
104972115482686,"Alma Hernandez for Superior Court Judge, Seat #30",Alma Hernandez for Judge,256,3
109352563640,Water.org,WATER.ORG INC.,255,9
275425449173217,Ruben Cortez for Texas,Ruben Cortez for Texas House District 37,255,1
134696280446,Central Pennsylvania Food Bank,CENTRAL PENNSYLVANIA FOOD BANK,255,19
107563871726175,Anna Beth for Arkansas,Anna Beth for Arkansas,255,7
101973008102368,Arizona Republican Legislative Victory Fund,Arizona Republican Legislative Victory Fund,254,3
101106401649071,California Working Families Party,WORKING FAMILIES ORGANIZATION INC,254,14
107525374739749,Anna Chouteau for Napa County Supervisor District 3,Chouteau For Supervisor 2022,254,8
698199303902711,Hercules For NYS Assembly,Friends of Hercules,254,8
102533032327499,Protect and Serve PAC - Texas,Protect and Serve Texas GPAC,254,2
185026128216027,Americans for Prosperity-Kansas,AMERICANS FOR PROSPERITY,253,4
102359908849186,NV WarRoom,Better Nevada PAC,252,2
158505287559920,Save the Storks,Save the Storks,251,63
303817256420208,Leslie Rutledge for Arkansas,Leslie Rutledge for Lt. Governor,251,9
1017296534968921,Rep. Jennifer Konfrst,Iowa Democratic Party,251,1
1456982704433465,Illinois for Pat Dowell,PAT DOWELL FOR CONGRESS,250,5
110528004819958,Chadwick Smith,Campaign of Chadwick Smith,250,2
181769025220502,State of Alaska Division of Elections,The State of Alaska Division of Elections,250,1
102903065620803,Elect David Ballard for State House District 74,Friends of David Ballard for State House,250,20
1628922377207463,Randy Feenstra,FEENSTRA FOR CONGRESS,250,7
264708616937941,State Representative Jim Dotson for State Senate,Jim Dotson Campaign,250,19
278845882737338,Christopher F. Rufo,Christopher F. Rufo,250,2
101422858844163,Elect Donna Givens,Friends of Donna Givens,250,6
102089799112316,Chandra Farley for Georgia,Chandra for Georgia,250,18
109362125017984,Salah Czapary for Ward 1,Committee to Elect Salah V Czapary,250,6
173753129419169,Representative Marcy Kaptur,Congresswoman Marcy Kaptur,250,1
109289224581983,Vote 4 Trish Nash,Friends of Trish Nash,250,47
107177005297628,Stormin Norman Horton for Alabama Senate District 31,Stormin Norman for State Senate District 31,250,31
116301935049715,Muwekma Ohlone Tribe of the San Francisco Bay Area,Charlene Conception Nijmeh,250,1
105120128816161,Tina McKinnor for State Assembly,Tina McKinnor for Assembly 2022,250,2
106230701408783,Congressman Byron Donalds,Congressman Byron Donalds,250,55
106808573097317,Greg Lin Tanaka,GREG TANAKA FOR CONGRESS,250,3
248505672639179,Joe Faust for House District 94,Friends of Joe Faust,250,6
100530685878628,Bridget Melson Daughter of the King,Bridget Melson for Mayor,250,4
60326619815,Asian Pacific American Institute for Congressional Studies (APAICS),Asian Pacific American Institute for Congressional Studies (APAICS),250,4
103564197783660,Blake Harbin for Georgia,"BLAKE HARBIN FOR CONGRESS, INC.",250,15
1986773388278880,Mark Shirey for House District 100,Dr. Mark Shirey for AL 100,250,4
101841905851567,Defend Texas Liberty PAC,Defend Texas Liberty PAC,250,7
105804805353126,Richard Kim For Los Angeles City Attorney,Richard Kim for City Attorney 2022,250,11
898773237483606,Alaskans For Posterity,Alaskans for Posterity Inc,250,4
100496169211236,Carter Barrett for State House,CARTER BARRETT FOR STATE HOUSE,250,16
109187787596728,Thomas DeVore,CITIZENS FOR DEVORE,250,2
103276641416832,The Juggernaut Project,JUGGERNAUT PROJECT LLC,250,5
110274428288444,Denis Bilodeau for Board of Equalization,Bilodeau for Board of Equalization,250,26
1507781919550133,Burke E. Strunsky,© Judge Strunsky for District Attorney 2022,250,1
109146498297729,Travis Weaver,Friends of Travis Weaver,250,3
105235018446683,Beth Smith - Washoe County School Board Trustee,Committee to Elect Beth Smith,250,2
109142315005828,Steve Tarvin Georgia General Assembly,Thomas Stephen Tarvin,250,9
102375929014992,"Jonathan Armstrong for Baldwin County Commission, District 2",Committee to Elect Jonathan Armstrong,250,3
137732083043662,California State Controller's Office,California State Controller's Office,250,1
105279368734041,Operation BlackOut,Civic Roots Action Inc.,250,18
632176236951077,Alliance for Justice Action Campaign,Alliance for Justice Action Campaign,250,4
111269254399611,Taxpayers for a Better Oklahoma,Taxpayers for a Better Oklahoma,250,20
1586922324704702,Brian Jones for Senate,Brian Jones for Senate 2022,250,24
111381114710035,Luis Cetina,Cetina for Supervisor 2022,250,4
165902857387075,Gil Isbell for State House District 28,Isbell for House 28,250,4
107958641749361,Wayne Johnson for Congress,"WAYNE JOHNSON FOR CONGRESS, INC.",250,5
108921931696545,Stephen Coger for Prosecuting Attorney,The Committee To Elect Stephen Coger,250,4
288590679617555,Louis Abramson for Assembly,Louis Abramson for Assembly 2022,250,4
292809818172359,Mike Ablon,Social Revolt Agency,250,17
108143394887042,Luke Martin,Luke Martin for State House,250,3
101418125746564,Lori D. Wilson,Lori Wilson for Assembly 2022,250,4
1411362365787425,John McCann for Chula Vista Mayor,McCann Mayor 2022,250,4
104067822183472,Chad Puryear For Arkansas,Chad Michael Puryear,250,5
110505091406474,Joshua McLaughlin for Limestone County Sheriff,Friends of Joshua McLaughlin,250,3
337038226473839,Trish Regan,"SALEM MEDIA GROUP, INC.",249,5
557051651115624,Stidham Financial Services,Stidham Financial Services,249,8
1707823392631263,Josh Hoover,Hoover for Assembly 2022,248,2
407664862957433,Ammar Campa-Najjar,AMMAR CAMPA-NAJJAR FOR MAYOR 2022,248,5
513256362400097,Rep. Matt Simpson,Committee to Elect Matt Simpson,248,2
218566214841042,3M,3M COMPANY,248,1
1562713090633117,Operation Underground Railroad,"Operation Underground Railroad, Inc.",248,32
104308875463441,Liz Ortega for Assembly,Liz Ortega for Assembly,248,6
100531408739695,Shervin Aazami for Congress - CA32,SHERVIN AAZAMI FOR CONGRESS,247,69
104174611217793,Anne Allen Westbrook,Campaign to Elect Anne Allen Westbrook,247,5
108839063918549,Hester for State Rep,Hester for State Rep,247,3
410108729134605,Vote Doug Gorman,DOUG GORMAN FOR WARREN COUNTY JUDGE / EXECUTIVE,246,1
153278754738777,Climate Reality,The Climate Reality Project,246,35
121516622483,The Center Square,The Center Square,246,40
291202417900754,Ground Game- Los Angeles,Ground Game LA,246,7
1845587768818403,Councilman RJ Hawk for State Rep,Councilman RJ Hawk for State Representative,246,5
106964483031012,Re-elect Sheriff Carlos G. Bolanos for Sheriff 2022,Carlos Bolanos For Sheriff 2022,245,3
105274628719440,Rand for Judge,Rand for Judge,245,21
223917954303448,Friends of Coal-Kentucky,Friends of Coal-Kentucky,245,2
125179374733697,Big News Buzz,Resource Media,245,118
133545795918,Erie County Democratic Committee,Erie County Democratic Committee,245,4
958387170854719,Renew Oregon,Renew Oregon Action Fund,245,6
455917944481699,Senator Brian Jones,Senator Brian W. Jones,244,9
1675724796069254,"Alex Villanueva, L.A. County Sheriff",Villanueva for Los Angeles County Sheriff 2022,244,9
105437295209512,Trent Minner,Trent Minner for State Representative,244,14
139599847972,National Nurses United,National Nurses United,244,10
102441295320735,Hispanic Voter Network,Associated Republicans of Texas Campaign Fund,243,18
140877979844,American Gas Association,AMERICAN GAS ASSOCIATION,243,4
488959201218139,Planned Parenthood of the Pacific Southwest,Planned Parenthood of the Pacific Southwest,242,6
201715813977600,Nikki Fried,"Nikki Fried, Democrat, for Governor",242,26
572656369536045,Congressman John Moolenaar,the Office of John Moolenaar,242,18
279798632466565,Vivian Moreno,Vivian Moreno for City Council 2022,242,7
107640178428949,Representative John Payton for State Senate,John Payton for Arkansas,241,3
110202218250417,Ellen Troxclair For Texas State Representative District 19,"TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",241,3
106579488634144,Re-Elect Supervisor John Gioia,Neighbors for Contra Costa Supervisor John Gioia 2022,241,2
497719423723034,Planned Parenthood California Central Coast,Planned Parenthood California Central Coast,240,13
2031176687154716,TC Clements,Community to Elect TC Clements,240,8
107307395183445,Supervisor Steve Ly,Steve Ly for Supervisor 2022,240,5
105813298745353,George Moyer for Long Beach City Prosecutor,George Moyer for City Prosecutor 2022,239,1
168876449866088,The Years Project,THE YEARS PROJECT,239,68
105826155175833,Aaron Smith for State Representative,Aaron R Smith,238,5
114049044518484,Angela McClure for Alabama State House - 20,Angela McClure for State House - District 20,238,4
373814729643508,Let America Vote,Let America Vote PAC and National Democratic Redistricting Committee,238,12
110370521648907,MA Electoral Review,Liss-Riordan Committee,237,6
154561574598964,White Coat Waste Project,THE WHITE COAT WASTE PROJECT INC,237,40
111499100431,National Association for Gun Rights,"THE NATIONAL ASSOCIATION FOR GUN RIGHTS, INC.",237,5
131306317680000,Social Goods,"Social Goods, LLC",237,3
378347615979847,Re-Elect Mike Hestrin District Attorney 2022,Mike Hestrin for District Attorney 2022,237,5
7229514244,Drug Policy Alliance,DRUG POLICY ALLIANCE,237,20
252847431463228,Reelect State Senator Bob Ballinger,Reelect State Senator Bob Ballinger,237,2
1382441768496365,Pentair,PENTAIR,236,8
577579002349073,Let's Grow Kids,"Let's Grow Kids, Inc",236,4
2117853481633084,Frederick Frazier for Texas,Frazier for Texas Campaign,236,6
101842835758406,Chuck Eaton Fulton Superior Court Judge,Eaton for Judge Inc,236,5
107397558434606,34N22,"34N22, INC.",236,5
300395710109602,Pat Hume,Hume for Supervisor 2022,235,10
268868046463126,Beacon Center of Tennessee,BEACON CENTER OF TENNESSEE,235,28
106781911647620,Richardson for Judge,Marketing Services LLC,234,2
152264148166020,Moms Clean Air Force,Moms Clean Air Force,234,9
284561131891923,Skip Daly,Daly For Senate District 13,234,2
131182018871,Patty Murray,PEOPLE FOR PATTY MURRAY,234,6
15982076922,University of California,University of California,234,25
344791673293976,Kartik Bhatt - Republican For Georgia Labor Commissioner,Kartik Bhatt For GA,233,3
100957989122432,Jeremiah Moore for State Representative,Moore for Arkansas,233,2
103721188433935,Eric Guerra for Assembly,"Eric Guerra for Assembly 2022, FPPC #1443246.",233,9
111998237947476,Wade Dunn for State Representative,Wade Dunn for State Representative,233,5
8914040942,Chesapeake Bay Foundation,"CHESAPEAKE BAY FOUNDATION, INC., THE",233,28
108869371614890,Steve Haugaard,Haugaard for Governor,232,6
59543893235,National Constitution Center,National Constitution Center,232,15
100981008838129,Pharmaceutical Printed Literature Association,Pharmaceutical Printed Literature Association,232,4
99490682474,Americans for Prosperity - Colorado,AMERICANS FOR PROSPERITY,231,3
817567028361575,The Halcyon Movement,The halcyon movement,231,1
1802177709900081,The Spectator World,The Spectator US,231,6
526098350912035,Mayor Andy Ogles 2022,ANDY OGLES FOR CONGRESS,231,1
108536845093502,Clean Up Oklahoma,Clean Up Oklahoma,231,3
1493899980857811,Clint Penzo,Clint Penzo for Arkansas,231,4
158337134192979,Career Education Colleges and Universities,Career Education Colleges and Universities,231,15
702582586516561,CBN Israel,"The Christian Broadcasting Network, Inc.",230,6
380307012173800,American Farming Flags,American Farming Flags,230,3
851152471658846,Arizona Free Enterprise Club,Arizona Free Enterprise Club,230,10
224143668537493,Better Care America,Better Care America,229,14
1166660030079480,National Democratic Redistricting Committee,National Democratic Redistricting Committee,228,47
284624954962951,Gus Bilirakis for Congress,Bilirakis For Congress,228,5
237158469893,YWCA Minneapolis,YWCA Minneapolis,228,14
127823790596514,The Redford Center,REDFORD CENTER INC,228,1
103346568682773,John Roberts for Congress,JOHN ROBERTS FOR CONGRESS,228,5
199826043375900,Larry Hogan,An America United,228,8
101363868842332,Greg Zanetti for Governor,Committee To Elect Greg Zanetti,227,14
103337852000267,Steve Hilton’s Rebel Base,CR Productions,227,2
225995907558754,Bob Cassilly,Citizens For Bob Cassilly,227,5
108476394845917,YES Greenway,YES Greenway,227,7
103707709011858,House Info,House Majority PAC,227,4
182309975212518,Blake Johnson 4 State Senate,Blake Johnson for State Senate,227,10
109932934853609,Yes For Massachusetts Drivers,Flexibility and Benefits for Massachusetts Drivers,226,3
100428195674694,Elijah Norton,NORTON FOR CONGRESS,226,1
188956885038996,Dan Roberts for Alabama,Dan Roberts for Senate,225,1
32975139631,If Americans Knew,If Americans Knew,225,3
111504751193839,Chief James Craig,Chief James Craig for Governor,225,30
136143070303933,Kevin Nicholson,Kevin Nicholson,224,65
1510567695822499,American Federation for Children - Wisconsin,American Federation for Children,224,2
2352630938293825,Mytacticalpromos,Entremax,223,10
101500832505039,Darrell for NM,Deaguero for New Mexico,222,2
6406874733,Mike Rogers,MIKE ROGERS FOR CONGRESS,222,7
1560286300899883,Diabetes Patient Advocacy Coalition,Diabetes Patient Advocacy Coalition,221,4
104235371680366,Alex Lasry,LASRY FOR WISCONSIN,221,7
331169547059436,Texas Rising,Texas Rising,221,2
109269491708062,Danielle Duggar for Alabama House District 96,Committee for Danielle Duggar,221,8
101658365801732,Jim Tull for Arkansas,Jim Tull,220,1
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,220,16
108510198163933,Deakins for County Judge,PATRICK DEAKINS CAMPAIGN,219,2
1993712800912196,Alabama Working Families Party,Working Families Party National Independent Expenditure Committee,219,1
102903994595828,Matt Brown for State Representative,Matt Brown for Arkansas,219,3
1341543769290478,Kathy Manning,Kathy Manning for Congress,219,21
226354619316961,Mary Knox for Contra Costa District Attorney 2022,Mary Knox for Contra Costa District Attorney 2022,218,4
163420500342690,Bryce Reeves,Reeves for Congress,218,4
609926319458332,Rep. Dean Phillips,Representative Dean Phillips,218,14
108587730756204,State Representative Derek Mallow,Friends of Derek Mallow,218,6
1604371783193820,Evan McMullin,MCMULLIN FOR UTAH INC.,218,95
115326057835839,Henry Stern for Supervisor,Stern for Supervisor 2022,217,1
104385872162991,Indyworkma,Independent Professionals Association MA Chapter,217,14
203550842430,Mike Lee,FRIENDS OF MIKE LEE INC,217,8
205636320649,Sickle Cell Disease Foundation,SICKLE CELL DISEASE FOUNDATION,217,5
969290446435504,Russell Fry,FRY FOR CONGRESS,217,8
102668192451815,The Georgia Report,SANFORD BISHOP FOR CONGRESS,217,4
106949844346620,Trumpian Republicans,Gregory Lawrence Burright,217,2
104965282118817,Steven Elliott for Congress,Steven Elliott for Congress,216,5
1999736710310261,"Sunny Park for OC Supervisor, District 4",Sunny Park for OC Supervisor 2022,216,2
8524198486,Physicians Committee for Responsible Medicine,"PHYSICIANS COMMITTEE FOR RESPONSIBLE MEDICINE, INC.",216,3
105833774431856,Asian Pacific Islander Political Alliance,Asian Pacific Islander Political Alliance,216,2
529093173966023,Kay Kirkpatrick,Kay for Senate,216,1
223506341506579,"Ivan J. Bates, Esq.",Friends of Ivan Bates,216,2
103889035459737,Judge Robert Griffin for State Representative,Judge Robert Griffin for State Representative,216,2
107344391949134,Vinings YES,"Vinings Exploratory Committee, Inc",215,2
282728185140429,Rep For Vets,The Rep For Vets,215,2
104840491642575,Dr Rafael for Congress,Dr Rafael Carcarmo,215,7
13759741267,Sesame Workshop,SESAME WORKSHOP,215,8
945455208962159,For Everyone Collective,For Everyone Collective,215,39
525142637502290,Sam Ervin,ERVIN FOR JUSTICE,215,8
114386721939978,The Made in America Store,Made In America Store,215,18
112383205925136,David Canepa,CANEPA FOR CONGRESS,215,11
105810398574870,Jody Harris for State Representative,Jody Harris for State Representative,215,6
11234736860,McClintock for Congress,McClintock for Congress,215,2
104012175067871,Carlin for U.S. Senate,CARLIN FOR US SENATE,214,4
103708395108213,Missouri Housing Development Commission,Missouri Housing Development Commission,214,5
101088072530612,Schiller for Congress,Schiller for Congress,214,4
111394887995363,Will Rollins,WILL ROLLINS FOR CONGRESS,214,1
175335262547741,Dan Kildee,FRIENDS OF DAN KILDEE,214,6
169277310432049,"Texas Precision Optics, Inc.",Texas Precision Optics Inc,214,1
104774032906863,Kim Reynolds,Kim Reynolds for Iowa Committee,214,5
117280333515380,Hadi For Judge,Husein Hadi For JP4 Campaign,214,2
6240652407,Young America's Foundation,YOUNG AMERICA'S FOUNDATION INC,214,23
118372414848063,UN Women USA,UN Women USA,214,1
147928564052997,Zachary For Ward 5,Friends of Zachary Parker 2022,213,2
108407525142587,Mara Zuniga for Athens,Mara For Mayor,213,2
62557803511,State Rep. Lynn Smith,"Friends of Lynn R. Smith, Inc.",213,5
140010389364984,Robb Pitts for Chairman of the Fulton County Commission,Robb Pitts Campaign 2022,213,2
110882147311664,Nora Lam Worldwide Ministries,Nora Lam Worldwide Ministries,213,3
119266119983936,U.S. Representative Peter Meijer,Representative Peter Meijer,213,3
100824245884728,Steve Williams for Commissioner,Steve Williams for County Commissioner,213,1
134283193310894,Republican Party of San Joaquin County,Republican Party of San Joaquin County,212,6
1877197542296399,Georgia Right to Life PAC,Elizabeth Cleary Greenewald,212,11
202233899838981,Colorado Education Association,COLORADO EDUCATION ASSOCIATION,212,9
308851063225813,Green Leaf Pot Stocks,Link Media LLC,212,1
747004618667089,Belev Echad,BELEV ECHAD INC,212,4
136722349826041,Laura Hill for Texas,Laura Hill for Texas,212,35
104113087669604,Opportunity Arizona,Opportunity Arizona,211,20
105349688713999,Al4NV,Al4NV,211,8
43331029144,U of A Professional and Workforce Development,University of Arkansas Global Campus,211,6
190950955015052,Sophe Cook Pope - Board of Ed.,Sophe Cook Pope - Board of Ed.,211,9
103828165624324,Jonathan Fattarsi for Superior Court Judge,Jonathan Fattarsi for Superior Court Judge 2022,210,3
143479412390639,WV FREE,WV FREE,210,2
102125428338034,Business Leaders for Ethical Government,Business Leaders for Ethical Government PAC,210,1
378084314984,Trane Technologies,Trane Technologies,210,3
132835670115422,Ohio Children's Trust Fund,Ohio Children's Trust Fund,210,12
197760674021143,Indivisible Guide,Indivisible Project,209,27
715605218474565,Tommy Hanes,Committee to Elect Tommy Hanes,209,8
236369846383459,Congressional Black Caucus PAC,CONGRESSIONAL BLACK CAUCUS PAC,208,16
250485248333218,Clean Air Task Force,CLEAN AIR TASK FORCE,208,69
103322421921933,Spencer Toder for Senate,SPENCER TODER FOR SENATE,208,1
568666013283849,Rebecca Dow,Committee to Elect Rebecca Dow,208,37
130945114804,World Jewish Congress,WORLD JEWISH CONGRESS AMERICAN SECTION INC,207,1
100604555908268,Tara Jaramillo for New Mexico,Tara Jaramillo for New Mexico,207,2
493259914113631,GOTit Social Shopping,These ads ran without a disclaimer,207,1
1122426611145321,Downey Mayor Blanca Pacheco for State Assembly,Blanca Pacheco For Assembly 2022,207,1
110070037953560,Victims.org,Victims Support Group LLC,207,4
170126260000702,Western Journal US News,The Western Journal,207,18
112406087871758,Wendy Draper for State Senate - Alabama District 12,COMMITTEE TO ELECT WENDY DRAPER,206,4
146716918692692,AFP-Wisconsin,AMERICANS FOR PROSPERITY,206,5
100555169171769,Wendell McNeal for State House,Wendell McNeal for State House Inc,206,5
1036257946417771,Angie Taylor for Assembly 27,Friends of Angie,205,2
101181182144884,Thien Ho for District Attorney 2022,THIENVU HO FOR SACRAMENTO DISTRICT ATTORNEY 2022,205,6
101224002310757,Seven Weeks Coffee,Seven Weeks Coffee,205,39
106944268620163,Eleanor Chavez for State Representative HD 26,Eleanor Chavez for HD 26,205,6
278052172260101,ZERO TO THREE,ZERO TO THREE,205,7
108917518337279,Austin Baeth for Iowa House,Austin Baeth for Iowa,204,8
100839428920540,Colatorti for Sheriff,Tony Colatorti For McHenry County Sheriff,204,3
53674651369,Susan B. Anthony List,Susan B. Anthony List,204,4
17548474116,Reason Magazine,"REASON FOUNDATION, THE",204,24
659065807493245,Jonathan Madison,Jonathan Madison for Congress,204,2
325771844133731,Mike Gipson,Mike Gipson for Assembly 2022,203,2
109066018392018,Responsible Guam PAC,Responsible Guam PAC,203,1
103129358845477,Lisa Gore for DC Council At-Large,Friends of Lisa Gore,203,4
272083892815201,Randy Weber,WEBER FOR CONGRESS,202,4
27478282874,UNITE HERE!,UNITE HERE,202,12
113121667821698,Garnett For Mayor,Committee to Elect Garnett Johnson for Mayor,202,5
90209763480,The Federalist Society,The Federalist Society,202,12
108102704441,US Campaign for Palestinian Rights,Education for Just Peace in the Middle East,202,1
313942829424,Morgan & Morgan,"MORGAN & MORGAN, P.A.",202,6
105561217523274,The Dispatch,"Dispatch Media, Inc.",202,7
148707865804439,"State House Representative Bonnie Rich, Georgia District 100",Elect Bonnie Rich,202,3
1587042581548247,Chasing the Dream: Poverty and Opportunity in America,WNET,202,4
109208921637853,Rupal Vaishnav for State Court Judge,RUPAL VAISHNAV FOR STATE COURT JUDGE,201,4
106028915088104,Greg White for House,Greg White for House,201,8
1691667177798461,Brut,These ads ran without a disclaimer,201,1
392532947459565,Aurelio Mattucci Torrance City Council,Aurelio Mattucci for City Council 2022,201,14
8127889355,Americans for Tax Reform,AMERICANS FOR TAX REFORM,201,6
136334769594,Martha's Vineyard Film Society,MARTHA'S VINEYARD FILM SOCIETY INC,200,9
109556544990507,Nicole Parra For Senate,Nicole Parra for Senate 2022,200,8
82223469060,ACN - Aid to the Church in Need,"AID TO THE CHURCH IN NEED, INC.",200,8
167398644947,Housing Leadership Council of San Mateo County,Housing Leadership Council,200,1
152127834816814,Thomas McDermott Jr.,MCDERMOTT FOR INDIANA,200,22
100286672572145,Manny for The Bronx,Emmanuel Martinez,199,8
100470349235347,Save Texas,Texas Campaign for the Environment,199,24
53269056142,FAMM,FAMM,199,1
117819650905617,Red Wave News,Tomer Barazani,199,10
1240697372623284,Jimmy Angelino for Collin County Court At Law #5,Jimmy Angelino For Judge,198,4
135136843854946,Abdelnasser Rashid,RASHID FOR ILLINOIS,198,4
164326783768856,Lisa Bartlett,Lisa Bartlett for Congress 2022,198,21
100665942159936,Amplify New Hampshire,Amplify New Hampshire,198,4
114994916573293,CareForAllChildren,CareForAllChildren,197,5
104442088675809,Amane for Congress,AMANE FOR CONGRESS,197,147
39668771998,CJP - Combined Jewish Philanthropies,"COMBINED JEWISH PHILANTHROPIES OF GREATER BOSTON, INC.",197,5
100701055638182,Sebrina Martin for Montgomery County Circuit Judge,Sebrina Martin for Circuit Judge,196,1
173266720288435,Galan Law Firm,Galan Law Firm PLLC,196,8
300741223341315,NYU - CUNY Prevention Research Center,NYU-CUNY Prevention Research Center,196,3
109086654942106,Brian Biedermann for County Superintendent of Schools,Committee to elect Brian Biedermann as County Superintendent of Schools for San Joaquin County,196,3
104253615152700,America First Legal,America First Legal Foundation,195,11
100907339194401,David Brog for Congress,BROG FOR NEVADA,195,4
102752505338605,Andrea Beall for Judge,Andrea Beall Campaign,194,2
287719511931397,Rep. Colin Allred,Rep. Colin Allred,194,3
103280566384215,Iowa Hospital Association,Iowa Hospital Association,194,2
2210227865866860,Construction Industry Partnership,GROUP 7EVEN LLC,194,7
108783840903642,Mateo Bedolla,Mateo Bedolla for Assembly 2022,194,3
102445539806375,Reagan Dunn,REAGAN DUNN FOR CONGRESS,194,2
106380724894709,Gene Yoon for State Senate 2022,Gene Yoon for State Senate 2022. ID# 1436211,193,7
936968016365794,The Eric Metaxas Radio Show,Salem Media,193,1
101670652300770,Mary L. Wells,Mary Wells for Polk County Treasurer,193,1
727582007393326,Barry Glassman,Friends of Barry Glassman,193,5
114274475307351,Greg Raths For Congress 2022,Greg Raths for Congress,193,3
102908565644139,Nina Barnes - Utah House 73,Vote Nina,193,4
101181584780300,Law Enforcement For A Safer America PAC,Law Enforcement for a Safer America PAC,193,1
107206150986955,Louisianans for Affordable Rx,Louisianans for Affordable Rx,192,15
142932506806,Texas Alliance for Life,"Texas Alliance for Life, Inc.",192,6
113906994418158,Monica Lupita Perez for Judge of County Court at Law #3,Monica Lupita Perez Campaign,192,4
100474135940556,Bet on Mass,Bet on MA,192,5
723394465079640,The Lion,Stanley M. Herzog Charitable Foundation,192,4
124424289834104,Matthew Hammett for Alabama House of Representatives - Dist. 92,Matthew Hammett,192,2
142474049098533,Robert Reich,Inequality Media,192,20
104431545336144,Rick Foster for OC Assessor,Rick Foster for Orange County Assessor 2022,192,4
104377641671195,Salem Podcast Network,Salem Media,192,17
294196590710262,FWD.us,FWD.us,191,3
101133141361927,Liberty County Elections,Liberty County Elections,191,2
122769839118743,Americans for a Safe Future,WINDWARD FUND,191,5
114751216955649,Healthcare Equality Network,Healthcare Equality Network,191,3
102529627943579,Make Penny Stocks Great Again,Link Media LLC,191,1
259414953192,Tom Whatley,FRIENDS OF TOM WHATLEY,191,4
100856721412114,Elen Asatryan,Elen Asatryan City Council 2022,190,7
103482538845527,The Blue State Conservative,Home of the Brave Media LLC,190,2
294793907203877,Liz Mathis,Liz Mathis for Congress,190,64
100114142388874,James Lomax for State House,Friends of James Lomax,189,2
836826976517252,International Christian Embassy Jerusalem - USA,"International Christian Embassy Jerusalem - USA, Inc.",189,13
1219895884702640,Popcorn for the People,LET'S WORK FOR GOOD,189,7
198825215514603,Kelly Cooper,Kelly Cooper for Congress,189,1
107115235127846,Bruce Emerson for Arkansas,Bruce Emerson for Arkansas,189,4
10150117105250068,Arizona Republican Party,Arizona Republican Party,189,2
1723654234563693,Joe Patterson,Joe Patterson for Assembly 2022,189,4
107764305194713,Don Dunlap for Henry,Dunlap For Henry,189,7
47918118982,Karen Bass,Karen Bass for Mayor 2022,189,24
113718861245652,Townsend for Georgia,Townsend for Georgia,188,12
109505918385072,Elliot Pierce,Ronald Elloit Pierce,188,8
103474595593740,Melissa Hammond for Judge 2022,Melissa Hammond for Judge 2022,188,2
111464544881905,America First News,Tomer Barazani,188,8
106814595082897,Col. Leonard Kiser for Sheriff,Elect Col Leonard Kiser Sheriff,188,6
182620315479,Plan International USA,Plan International USA,188,18
103169645186398,Suzanne for Supervisor of Napa County,Suzanne Truchard for Supervisor 2022,187,3
111637907274815,IQ Boost,These ads ran without a disclaimer,187,1
108484985176966,"Cabana, Myers, and Neibart for Morris County",Neibart for Morris County,187,3
1766499490090496,Jessica Haire for Anne Arundel County,Friends of Jessica Haire,187,7
102047517918,The Commonwealth Fund,"COMMONWEALTH FUND, THE",186,23
102728431523202,Pennsylvanians for Affordable Rx,Pennsylvanians for Affordable Rx,186,15
105082297816983,Center for Truth in Science,Center for Truth in Science,186,13
133033580146362,Nicolee Ambrose,NICOLEE AMBROSE FOR CONGRESS,186,6
105224084193838,Board of Review Commissioner Mike Cabonargi,Friends of Cabonargi,186,1
725274904314826,AAPIs for Civic Empowerment Education Fund,The Center for Empowered Politics,186,15
113672614644790,"Yes on A for Marin Parks, Open Space and Farmland",Marin Measure A 2022,186,5
106114612028300,Steven Bailey for Senate,Judge Steven Bailey for State Senate 2022,185,3
410899325621777,Washington State Charter Schools Association,Washington State Charter Schools Association,185,43
253486208004047,David Weprin,Friends of David Weprin,185,2
104970922147351,Darrell Weldon for State Representative,Committee To Elect Darrell Weldon,185,1
8550121410,Free Speech America Project,MEDIA RESEARCH CENTER,184,3
110523044436,Patrick Kennedy,Patrick Kennedy for Supervisor 2022,184,3
101539505827441,Kimberly La Salle for Superior Court Judge,La Salle for Judge 2022,183,2
112012311264649,"Max Berkley for Las Vegas Justice Court Judge, Dept. 7",Committee to Elect Max Berkley for Judge,183,2
1415121932052903,Brandon Shoupe for Chairman,Citizens for Brandon Shoupe,183,5
104142543758770,Campaign Zero,We The Protesters,183,1
101423451721775,Kansas Renewable Energy Coalition,Kansas Renewable Energy Coalition,183,18
1725148701106705,AmeriHealth Caritas District of Columbia,ROIG Communications,182,7
103378704813938,Deliver My Vote,Deliver My Vote Education Fund,182,4
101401905331442,John Uustal - Trial Lawyer,Crisp,182,14
104066518851101,Tim Short for State House,Tim Short for State House,182,3
193628397865385,Chip Roy,CHIP ROY FOR CONGRESS,182,4
110141094817471,Morgan LaMantia for State Senate,Morgan LaMantia for State Senate Campaign,182,19
169124877249,AARP Virginia,AARP,182,4
108414201688855,Tom Brummett for Lubbock County Court at Law No. Two,Tom Brummett Campaign,181,3
538654493714699,Helen Tran for Mayor,Helen Tran for Mayor 2022,181,14
