Page ID,Page name,Disclaimer,Amount spent (BRL)
1523557344456061,Romero Sales Filho,Romero Sales Filho,≤100
663900767017406,Raquel Lessa,Raquel Ferreira Mageste Lessa,≤100
179431892664042,Deputado Ciro Neto,Ciro Neto,≤100
383181115134052,Joaquim Roriz Neto,Joaquim Domingos Roriz Neto,≤100
520798404655508,Baleia Rossi,MOVIMENTO DEMOCRÁTICO BRASILEIRO,≤100
103371698429791,Ação Itinerante Presente - Por Todo o Pará,Ossiam Netto,≤100
122993059103171,Elio Lacerda,Elio Antonio Lacerda,≤100
100275083494691,Cobra Repórter,Devanil Reginaldo da Silva,≤100
111707207954948,Amigos de Garibaldi,Tertuliano Pinheiro,≤100
123884341029248,João Jorge,Joao Jorge De Souza,≤100
107455687341232,Ulisses Ramalho,Ulisses De Ramalho Almeida,≤100
409926439192172,Fabio Silva,Fabio Silva,≤100
280843235270383,Padre Afonso,Jose Lobato,≤100
738739386295684,Dr. Rubão,Rubem Souza,≤100
102900245403976,Fabio Faria de Sá,Fabio Farias Sa,≤100
1494712497406878,Tadeu Alencar,Tadeu Alencar,≤100
1476689512570106,Deputado Evandro Araújo,Evandro José da Cruz Araújo,≤100
1567657433454401,LMA Advocacia e Assessoria Jurídica,LMA Advocacia e Assessoria Jurídica,≤100
200496276973701,Wolney Queiroz,Wolney Queiroz,≤100
549765801726215,Rubens Bueno,Rubens Bueno,≤100
691899611250247,Ivoneide Caetano,Ivoneide Souza Caetano,≤100
140222529385074,Sicredi Pioneira,These ads ran without a disclaimer,≤100
1598829670166145,Capitão Contar,Renan Barbosa Contar,≤100
764841870212416,Wendel Mesquita,Wendel Cristiano Soares de Mesquita,≤100
103944804671722,Dr. Ulisses Antônio,Ulisses Silva,≤100
343375966288078,Diário do Estado de São Paulo,Diário do Estado de São Paulo,≤100
1481798875472193,Paulo Cezar Martins,Paulo Cezar Martins,≤100
1429991283952332,Tadeu Martins Leite,Tadeu Martins Leite,≤100
223004697754861,Paulinho da Força,Paulinho da Força,≤100
656965247684115,Zequinha Marinho,Zequinha Marinho,≤100
441467489336861,Prefeitura de Sinop,Prefeitura Municipal de Sinop,≤100
292876781067377,Ricardo Verpa,Denis Santos,≤100
0,Instagram User 3261682066,These ads ran without a disclaimer,≤100
990931734252059,Leticia Aguiar Deputada Estadual SP,Deputada Estadual Leticia Aguiar,≤100
231256850282149,Rubens Jr,Rubens Jr,≤100
107249614189719,Facio - Bem-estar financeiro,Facio Pagamentos Ltda,≤100
485772004823738,Jornal Candeia,Jose Roberto Dalla Coletta Filho,≤100
124002814371381,Deputado Federal Rodrigo de Castro,Deputado Federal Rodrigo de Castro,≤100
1924704757832398,Tayla Peres,deputada tayla peres,≤100
2103554259677870,Professora Rosa Neide,Professora Rosa Neide,≤100
1414301995348590,Delegado Pablo,Pablo Oliva Souza,≤100
670467406494320,Deputado Estadual Coronel Salema,FERNANDO SALEMA GARÇÃO RIBEIRO,≤100
101838925110323,Fabrício Assunção,Fabricio Assuncao,≤100
107925254152455,Redação Amazônia,REDAÇÃO AMAZÔNIA,≤100
102510958737335,Anderson Dorneles,ANDERSON BRAGA DORNELES,≤100
106540875238414,Cruzeiro do Sul Virtual - Polo EAD São Pedro,These ads ran without a disclaimer,≤100
105146805335769,Paulo Rossi,Paulo Rossi,≤100
396536703730394,Paulo Correa Jr,Paulo Alves Correa Junior,≤100
497591763776836,Gustavo Schmidt,Gustavo Schmidt,≤100
115891421768399,Circo dos Sonhos,These ads ran without a disclaimer,≤100
278302786159112,Aleomar Rezende,Aleomar Rezende,≤100
342403925845001,Rinaldo Modesto,Rinaldo Modesto De Oliveira,≤100
1221955744599494,Walmir Pinto,Walmir Pinto,≤100
1714784645480357,Jamil Calife,Leovil Evangelista Fonseca Júnior,≤100
751851298200874,Vereador Raulzinho,Robson Da Silva Teixeira,≤100
500417310404206,João Pingarilho,Reator Digital,≤100
287241588030040,Cidade de Presidente Prudente,Prefeitura Municipal de Presidente Prudente,≤100
178208525899690,João Catunda,Joao Victor Loureiro Pessoa Catunda,≤100
344898319691456,Narcóticos Anônimos,Associação Brasileira de Narcóticos Anônimos,≤100
104406911479481,Manoel Vieira,Manoel Vieira,≤100
955642811167436,Thiago Mariscal,Rodolfo Sousa,≤100
110092021309823,Eduardo Borges,Eduardo Borges,≤100
109529074163275,Matheus Pompeo de Mattos,Matheus De Mattos,≤100
107457351856423,Chapa 3 Sinte - Retomar a Luta pela Base,Mara Tavares,≤100
471715223024151,Instituto Liberdade e Cidadania,Instituto Liberdade e Cidadania,≤100
735099690214729,Faculdade Insted,These ads ran without a disclaimer,≤100
109422710632609,A Verdade,Thiago Pereira Berto,≤100
104531895287207,Band Altamira,CIDADE PUBLICIDADE E PROPAGANDA LTDA,≤100
272526436678387,Joenia Wapichana,Dep Joenia Wapichana,≤100
1449811198603395,Marcelino Galo,Marcelino Antonio Martins Galo,≤100
543767505804368,Albino Vereador,Antonio Albino,≤100
115449086912280,Eduardo Cursino,Eduardo Cursino,≤100
153682945207770,Leandro Grass,Leandro Grass,≤100
542047925907303,Henrique Pires,Antonio Henrique De Carvalho Pires,≤100
353395868104190,Raquel Lyra,Raquel Teixeira Lyra Lucena,≤100
100704899231458,Andressa Linhares,Vera Elaine Dos Reis,≤100
766202443556654,Laurez Moreira,Castro,≤100
1055721444583776,Policial Katia Sastre,Policial Katia Sastre,≤100
294281750589832,Francisco Nagib,Francisco Nagib,≤100
844031609039240,Heitor Freire,HEITOR RODRIGO PEREIRA FREIRE,≤100
239665829565195,Cidade de São Paulo,Prefeitura de SP,≤100
186832058380543,Marcelinho Moura,Marcelo Moura,≤100
678761768950811,Luiz Philippe de Orleans e Bragança,Luiz Philippe de Orleans e Bragança,≤100
145859272232208,Prefeitura de Cabedelo,Prefeitura Municipal De Cabedelo,≤100
250792278286894,Simone Tebet,MOVIMENTO DEMOCRÁTICO BRASILEIRO,≤100
1652532458334618,Ronne Cezar,Ronne Cezar Martins,≤100
753128861414485,Osvaldo Lopes,Osvaldo Lopes De Oliveira Junior,≤100
1516670895306454,Dr. Marcos Vinícius,Marcos Bizarro,≤100
489642257802092,Deputado Junior Hage,Deputado Junior Hage,≤100
108885958441009,Congresso Para o Desenvolvimento da Alta Paulista,Rodrigo Faria Ikezili,≤100
475113842596525,Museu do Amanhã,Museu do Amanhã,≤100
203087968415274,Matheus Silva,These ads ran without a disclaimer,≤100
618352678230929,Charlles Evangelista,Charlles Evangelista,≤100
109275218120468,Ricardo Arruda - Grajaú,Ricardo Arruda,≤100
189037821224252,Tvprefeito,Jardanes Francisco De Barros Oliveira,≤100
219052084882032,Eduardo Print Júnior,Eduardo Print Júnior,≤100
660410357307599,Luiz Nishimori,Luiz Hiloshi Nishimori,≤100
156499414480143,Enio Verri,Enio Verri,≤100
478752158813845,Maurício Eskudlark Deputado,Mauricio Eskudlark,≤100
105828384424019,Francisco Sena Vereador,Francisco Assis Sena Carvalho,≤100
201606553641229,Amilton Filho,Amilton Filho,≤100
370654229967038,Lucas Arruda,Lucas Arruda,≤100
248844375207062,Jorge Wilson Xerife do Consumidor,Jorge Wilson - Xerife do Consumidor,≤100
163033743759214,ACIJ - Associação Empresarial de Joinville,ACIJ Associação Empresarial de Joinville,≤100
499506757154336,Julia Lucy DF,Julia Lucy,≤100
247306032087347,Plauto Miró,Regis Rieger,≤100
108815381586120,Ricardo Salles MMA,Ricardo De Aquino Salles,≤100
263758826973962,Helton Pimenta,Eduardo Pimenta,≤100
408794399934941,Nelson Tsukahara,Nelson Tsukahara,≤100
857168287736577,Rodrigo Valença,Bruno Rodrigo Valença de Araujo,≤100
225122704193171,Efraim Filho,Maira Vinas,≤100
102859178797410,Ludmilla Fiscina,Ludmilla Fonseca Fiscina,≤100
352566814808427,Luizão Goulart,Luiz Goularte Alves,≤100
210897749024438,Deputado Doutor Wilson Batista,Deputado Dr. Wilson Batista,≤100
114307680303340,Johny Marcos,Johny Marcos Tibes De Souza,≤100
755632897829375,Barbosinha,José carlos barbosa,≤100
112426387302224,Fabiola Rodrigues,Fabiola e Ricarda 50,≤100
101390395028447,Cezar Luhm,Cezar Luhm,≤100
2116170495287679,Deputado Marcelo Cabeleireiro,Deputado Marcelo Cabeleireiro,≤100
512991812414761,Onésimo Sell,Onésimo José Sell,≤100
108386297458164,Anderson Miguel Vereador,Anderson Miguel Santos,≤100
1790323264602774,Tadeu Oliveira,Tadeu Oliveira,≤100
101012882409870,Cirsol,These ads ran without a disclaimer,≤100
124105061336574,Roland Lavigne,Roland Nascimento,≤100
108097751764690,Portal GO News,Go Portal,≤100
105097500853885,Lucas Alves,Lucas Da Silva Alves,≤100
1924704757832398,Tayla Peres,Tayla Ribeiro Peres Silva,≤100
611112112239401,Dr. Mário Heringer,MARIO LUCIO HERINGER,≤100
108066294987568,Secretaria de Saúde de Japeri.,Joao Schmid,≤100
291424560978719,Sinfazfisco-MG,Sinfazfisco-MG,≤100
303502476358203,Arlete Sampaio,Aureo Germano De Oliveira,≤100
109663177055569,Página Sandro Campos,Sandro Campos,≤100
1605528263075324,Genival Pereira Matos,Genival Matos,≤100
128747130644889,Júlio Delgado,Deputado federal Júlio Delgado,≤100
640092049349817,Prefeitura de Fraiburgo,PREFEITURA MUNICIPAL DE FRAIBURGO,≤100
220346131312219,Ministério Público do Trabalho,MINISTERIO PUBLICO DO TRABALHO,≤100
108654201025214,Vereador Isaias Oliveira,Isaias Oliveira,≤100
110857637296467,Roberto Jesus,Joao Roberto De Jesus Da Silva,≤100
348704312899125,foconofato,Gabriel Melo,≤100
104437290978267,Corretora Luciana Silva,These ads ran without a disclaimer,≤100
223979774416282,Jaqueline Silva,Jaqueline Silva,≤100
158170230919952,Cantora e Deputada Estadual Mara Lima Paraná,Marilimei Lima de Souza,≤100
338398029889319,RONI HECK,Roni Heck,≤100
208071879357583,Reinaldo Alguz,Reinaldo Alguz,≤100
622517197781424,Lucas do Liceu,Lucas Costa,≤100
170168779860221,Agrex do Brasil,These ads ran without a disclaimer,≤100
577026925748157,Secretaria Nacional da Mulher do Solidariedade,DIRETÓRIO NACIONAL DO PARTIDO SOLIDARIEDADE,≤100
108118767735191,Wilton Dias,Wilton Soares,≤100
1755721218049180,Renato Meireles,Geano Sousa,≤100
1061492427206941,Marcelo Achutti,Marcelo Achutti,≤100
104734688840781,Elber Luiz,Elber Luiz Mulinari Loyola,≤100
104256551950166,Portal Política,PORTAL POLITICA COMUNICAÇÃO,≤100
1718552035036943,Rodrigo Rey,Rodrigo Rey,≤100
391175961040598,ADE SAMPA,ADE SAMPA,≤100
100166375147375,Camila Jara,Camila Jara,≤100
240383372683895,Renato Casagrande,José Renato Casagrande,≤100
100706812506241,Cruzeiro do Sul Virtual - Polo EAD Vigia,These ads ran without a disclaimer,≤100
861478333979600,Pedro Brazão,Manoel Brazao,≤100
223415068595150,Goias Imprensa,Goiás Imprensa,≤100
240596463481428,Diego Maia,Diego Felipe Maia De Queiroz,≤100
1416553191900068,Dr. Rafael Favatto,Rafael Favatto Garcia,≤100
248526311917578,Igor Normando,Igor Normando,≤100
1999635023612986,Luciara Amil,Luciara Amil Nunes Azevedo,≤100
219119761919998,Professora Caren Machado Medeiros,CAREN SILVA MACHADO MEDEIROS,≤100
2135328726606382,Kelps Lima,Kelps Lima,≤100
104975448778759,Deputado Federal Hugo Leal,Daniel Ramos Neves,≤100
1081308168609888,Rafael de Paula,Rafael Paula,≤100
1030988733658974,Mauro NEVES,Mauro Neves,≤100
1432124833712305,General Peternelli,Silvio Antonio Correa Junior,≤100
1699109920321682,Claudio Aragão,Claudio Aragao,≤100
612589048860888,Tiago Amaral,José Tiago Camargo do Amaral,≤100
799271593542261,Associação ALEF BET,Associação ALEF BET,≤100
680416421997091,Valdir Júnior,Valdir Couto De Souza Junior,≤100
428736114152587,Carla Campos - Emagrecimento e Estética,These ads ran without a disclaimer,≤100
435629866589638,PROIFES-Federação,"Federação de Sindicatos de Professores e Professoras de Instituições Federais de Ensino Superior e de Ensino Básico, Técnico e Tecnológico - PROIFES-Federação",≤100
932908963423378,Luciano do Secom,LUCIANO ALVES RIBEIRO,≤100
843727425704873,Dejorge Patricio,Dejorge Patricio Da Silva,≤100
1154142264623737,Subtenente Eliabe,Eliab Marques da Silva,≤100
101244331985725,Reintegração do Norte Gaúcho,Michel Barbosa,≤100
111802327840821,Guilherme Lopes,Guilherme Ressurreicao Lopes,≤100
105852872061243,Flávio Vieira,Flávio Vieira,≤100
625682710882339,Deputado Antonio Pereira,António Pereira,≤100
837891466222880,Deputado Adalberto Freitas,Adalberto Godoy Freitas,≤100
149872365078111,APEOC,Sindicato Apeoc,≤100
120856188018045,Guilherme Mussi,Guilherme Mussi,≤100
838562719513923,Saulo Batista,Saulo Batista,≤100
110677640307677,Blogando.com,Fabricio Costa,≤100
107524438519193,Portal Bem Minas,Portal Bem Minas,≤100
164717510836761,Conrado Scheller,Conrado Scheller,≤100
132483698325624,Celsio Holz,Celsio Holz,≤100
1727030854232669,Jone Soares,Jone Soares,≤100
100121991741943,Vereador Anderson - Choco,Anderson Reitano Ricardo,≤100
478752158813845,Maurício Eskudlark Deputado,Mauricio Jose Eskudlark,≤100
108960973812546,Nilsinho,Francisco Joseilson Da Silva,≤100
103119255576124,Bruno Araújo Novo,Bruno Oliveira,≤100
138844136231087,Portal Altonia,Nelson Luiz Rodrigues de Lima,≤100
581513658578596,Gleide Andrade,Gleide Andrade,≤100
478307598874001,Antonio Carlos da Silva,Antonio Carlos da Silva,≤100
977607505682751,CP Iuris,These ads ran without a disclaimer,≤100
348466582557558,Ailto Moraes,Ailto Cavalcante,≤100
801093093335547,Pedro Alcântara Sociedade de Advogados,These ads ran without a disclaimer,≤100
102498528205706,Miguel da Silva,Miguel Paulo Da Silva,≤100
203914673583450,Raquel Portioli,Raquel Otano De Andrade Portioli,≤100
142790486456926,Venissius,Marcus Venissius da Silva Barbosa,≤100
1683510958596771,Contraponto Catanduva,Antonio Fazio,≤100
1474031142828443,Expedito Netto,Expedito Netto,≤100
356754777706388,Anthony Garotinho,Anthony Oliveira,≤100
339606729398017,Roberto Requião,Roberto Requiao De Mello E Silva,≤100
1111649495517188,Dilemário Alencar,Dilemario Alencar,≤100
102896641644953,Dagon Serralheria,These ads ran without a disclaimer,≤100
100598621394895,Igor Elson,Igor Elson Bromonschenkel De Almeida,≤100
112906130122738,Canal do Galhardo,Admilson Passos,≤100
113612206950876,Daniel Mussi,Daniel Petterle Silveira Mussi,≤100
580813708692882,Davi Alcolumbre,Davi Alcolumbre,≤100
103672227930287,Dr Thiago Colpani - Politica e Cidadania,thiago jose colpani,≤100
104636678592389,stanziola.oficial,Paulo Stanziola,≤100
115036222170663,Beto Fantinel,Roberto Fantinel,≤100
334969660038134,Dr. Luiz Fernando Amorim,Dr Luiz Fernando,≤100
449019178512974,Partido Comunista do Brasil na Bahia,Partido Comunista do Brasil na Bahia,≤100
1061862380519257,NOVO Paraná,Partido NOVO - Diretório Estadual do Paraná,≤100
249502305186210,João Leite,João Leite da Silva Neto,≤100
2413447402011838,Ricardo Adrian 1375,Ricardo Adriano Vasconcellos Dias,≤100
1423620614574722,Luís Fernando Almeida,Luis Almeida,≤100
101194541961289,Cidadão Consciente - Vereador Marcinho do Cabelo Branco,Cidadão Consciente - Vereador Marcinho do Cabelo Branco,≤100
585694021818773,Diogenes Patriota,DIÓGENES TORRES DA COSTA PATRIOTA,≤100
104497614745252,Edson Souza,Edson Souza,≤100
379287002146097,Câmara Carlos Barbosa,Câmara de Vereadores de Carlos Barbosa,≤100
108128421785861,Charles Schulle,Charles Schulle,≤100
2027104210849317,Geraldinho Prefeito do Povo,Geraldo Pinto De Camargo Filho,≤100
277407839295652,Vinicio Scarano Pedroso,Vinicio Pedroso,≤100
892458584108104,Tercilio Turini,TERCILIO TURINI,≤100
119721579896024,Wilson Araújo,Wilson Araujo,≤100
322109314653694,Coronel Adriana,Adriana Cristina Sgrigneiro Nunes,≤100
1923852354540969,Rodrigo Caldeira,Rodrigo Caldeira,≤100
694482233896293,Rosária Helena,Rosaria Helena De Oliveira Lima,≤100
200994989994067,Deputado Luiz Paulo,Deputado Luiz Paulo,≤100
1069477603133660,Maria Giovana Fortunato,Maria Giovana Luchiari Pisoni Duarte Fortunato,≤100
107966554141662,Goiás Notícia,Goiás Notícia,≤100
0,Instagram User 4815479014,These ads ran without a disclaimer,≤100
419228248099705,Oassessor.com,O Assessor Serviços em Tecnologia da Informação Ltda,≤100
349207611878590,Estela Bezerra,Estelizabel Bezerra de Souza,≤100
774149596097732,Eduardo Riedel,Eduardo Corrêa Riedel,≤100
462843040551926,Bruno Marini,BRUNO MARINI,≤100
537179286429637,Naiany Hruschka Salvadori,Naiany Salvadori,≤100
106172628692147,Agência Impacta,Impacta Agencia de Publicidade - Eireli,≤100
1696712353908174,Eugênio Zwibelberg,Eugênio Zwibelberg,≤100
388638537825727,Vereador Bruno Peres,Bruno Peres,≤100
1110549055704858,Closmar Zagonel,Closmar Zagonel,≤100
700610376676309,Deputado Artagão Júnior,Deputado Artagão Júnior,≤100
158478700979093,SulGesso Agro,These ads ran without a disclaimer,≤100
102963235119681,Por Dentro das Contas,Bruno Santiago,≤100
564150546986457,Dep Chiquinho Brazão,Manoel Brazao,≤100
103450961449840,Professora Suzete,Suzete Chaffin,≤100
2079073079046019,Imobiliária Palmas,These ads ran without a disclaimer,≤100
1556899247961433,Arnaldo Barros,Tatiane Barros,≤100
1946635062048211,Ozildo Segundo,Jose Segundo,≤100
115397950314062,Bruno Cavassani,Bruno Cavassani,≤100
571823226531381,Jaime Nunes,Jaime Nunes,≤100
1678791382334000,Dr Galileu Moraes,Dr. Galileu Moraes,≤100
184948081656256,Paulo Foletto,Paulo Foletto,≤100
376575122427627,Luiz Fernando Faria,Luiz Faria,≤100
1718476355043956,João Braun,Joao Braun,≤100
559979687392142,SIMEA,Sindicato dos Médicos de Anápolis,≤100
863817020336467,Rodrigo Lorenzoni,Rodrigo Lorenzoni,≤100
1695067974078879,Professor Maneschy,Carlos Edilson de Almeida Maneschy,≤100
111853350510449,César Clemente,Cesar Clemente Da Silva,≤100
1792999650944739,Fundação Renova,These ads ran without a disclaimer,≤100
422287131246397,Dário Berger,Dário Berger,≤100
1773251269558433,Julierme Sena,Julierme De Sena,≤100
1035223423186579,Rafael Simões,Rafael Tadeu Simoes,≤100
136526549720709,José Guimarães,Jose Guimaraes,≤100
551976105239046,Jerry Comper,Jerry Comper,≤100
110239864930869,Festival Vermelho,Fundação Maurício Grabois,≤100
277985792247149,Luis Santos,Luis Santos Pereira Filho,≤100
106832721053798,Andre da Farmácia,André da Farmácia,≤100
336339546417474,Ricardo Nicolau,Luís Ricardo Saldanha Nicolau,≤100
471144916255739,Max Lemos,MAX RODRIGUES LEMOS,≤100
2084474821779163,Aprova Digital,These ads ran without a disclaimer,≤100
103536864945166,Jornal Brasil Popular,Cielito Rebelatto Júnior,≤100
119315844945692,OAB RS,These ads ran without a disclaimer,≤100
1040412942703367,Rodrigo Novelli,Rodrigo Novelli,≤100
104687548749028,Luciano Galego,Luciano Rodrigues Seidel,≤100
258497594185255,Felipe Diehl,Felipe Alexandre Klein Diehl,≤100
149949182164825,Vereador Elber Correa,Elber Correa Da Silva,≤100
252402862061283,Cabo Senna,Nataniel De Sena Soares,≤100
305977962832385,Bruno Souza,Bruno Souza,≤100
